,Tweets,label
738,My msg to Pak cricket team today is the same I gave our team in the 1992 World Cup Final. First: enjoy the day as one rarely gets to play in a World Cup final & don't get overawed by it. Second: you will win if you are willing to take risks & can cash in on mistakes by opponents;,political
739,Taking Fawad to court handcuffed & head/face covered like a terrorist shows the low & vindictive levels Imported govt & State have reached. The treatment of Fawad Ch & Azam Swati & Gill before him leaves no doubt in people’s mind that now we are a banana republic.,political
740,"In , whose vision is to become a center of higher education beautified by Islamic principles + modern subjects. To contribute to nation building, our renowned teachers with doctorates equip deserving students from faraway places who are otherwise deprived of quality higher education.",political
741,"My greatest worry is that apart from leading us to economic ruin &, with NRO2 for themselves, giving a license to white collar criminals to plunder the country, this govt will also end up completely compromising our national security.",political
742,I strongly condemn the Ayazami-style attack on senior journalist Sami Ibrahim. These fascist tactics used to intimidate journalists are an attempt to make people accept the American conspiracy to change the government and make them subservient to the group of miscreants in power.,political
743,"On behalf of the Sindh government, I strongly condemn the arrest and prosecution of the leader of the opposition in Sindh, Haleem Adil Sheikh. This is simple fascism, which reflects the mentality of Zardari and Sharif mafias, that those who cannot be bought should be wiped out. These tactics are absolutely unacceptable in a democratic society.",political
744,which He dispenses according to our deeds. Those who have allowed the biggest criminals not only to evade accountability after stealing billions from the nation but to come to power again are destined to be humiliated.,political
745,Crime Minister discussing appt of COAS & any other state matter with convict Nawaz Sharif & Ministers declaring they will appt COAS after consulting Nawaz Sharif are all in contravention not only of the Official Secrets Act (section 5:1) but also of their oaths of office.,political
746,I congratulate the leadership and the entire team of Sahiwal for coming out in large numbers for their peaceful protest in the form of Jail Bharu movement against crushing the people under the burden of worst inflation while violating our fundamental rights.,political
747,I am shocked & appalled at how rapidly we are descending into not just a banana republic but a fascist state. How can anyone not understand the pain & suffering Senator Swati underwent with custodial torture & blackmailing video of him & his conservative wife sent to his family?,political
748,of Zardari mafia. No one dares to oppose this mafia in Sindh. Those who do pay a high price as we saw earlier with Haleem Adil Sheikh. Last LG elections were rigged & 15% were elected without contest bec of terrorisation of those seeking to contest against PPP.,political
749,"The audio leaks are a serious attack on national security as they raise questions on the entire security system of PMO+PMH. As PM, the secure line of my residence was also bugged.",political
750,"I am also grateful to all our allies Muslim League-Q, Majlis-e-Wahdat-e-Muslimeen and Sunni Ittehad Council. The only way forward from here is to hold free and transparent elections under the supervision of a reputable Election Commission. Any other way will only lead to increased political uncertainty and further economic chaos.",political
751,I have signed this petition; and I want all those who are appalled at what Azam Swati continues to go through & those who care about rule of law & human rights should also sign this petition.,political
752,"Sadif Naeem passed away during the tragic accident during his march today, but I am deeply saddened. I cannot find words to express my grief. My prayers and sympathies are with his family in these tragic times. We have canceled our march for today.",political
753,"As seen in the judicial complex on March 18, the police and ""unknown persons"" dressed in plain clothes attacked and arrested the peaceful activists of Tehreek-e-Insaf, even our photographer. It is exciting.",political
754,"On the one hand Imported govt telling us to stop doing politics bec of floods & on the other hand they are increasing their level of harassment & false cases against us, persecuting journalists who give our views a voice, suspending TV channels & YouTube to prevent my coverage.",political
755,"This Patan report once again proved why these two criminal mafia families, like the shamefully biased and controlled Election Commission, opposed EVMs. 130 of the 163 cases of rigging in Pakistan could have been avoided by these electronic voting machines.",political
756,The passion of our workers for freedom (Haqeeqii Azadi) was something I prayed Almighty Allah would instill in our nation one day . Only nations with youth who value freedom above life achieve great things. When rule of law protects their fundamental rights & their minds are,political
757,"Rather, I intend to take legal action in the United Kingdom and the United Arab Emirates as well.",political
758,"Let me make one thing clear: If these criminals think this will make us become fearful, they are mistaken. These fascist tactics will only make us more determined & resolute to move forward in our struggle for Haqeeqi Azadi & Rule of Law.",political
759,"Alipur rally was huge despite very heavy + humid weather. The public enthusiasm for the by-elections is much higher than the general elections of 2018. Thank you to all those people who come out to show their support whenever we have a rally in Punjab, despite the rainy + humid weather.",political
760,Rupee slaughtered - lost over 62% or 110/$ in 11 months of PDM. This has increased public debt alone Rs 14.3 trn & historic 75 yr high inflation 31.5%. Pakistanis paying heavy price of regime change conspiracy where a bunch of criminals have been foisted upon nation by ex COAS.,political
761,"Lahore has rejected this corrupt caretaker chief minister, who is the worst opponent of Tehreek-e-Insaf, the central planner of the government change conspiracy, and one of the key roles of supporting the ex-army chief. His appointment is a negation of the concept of impartial overseers. But it is being mocked",political
762,"Moreover, the private sector was in the process of setting up hospitals in the rural areas because of health insurance. This entire project was applauded by the leading int health journal Lancet. Abolishing it reflects the callous mindset of these two corrupt family parties.",political
763,"In addition, the three Barrages that are part of RUDA shall conserve water thereby recharging our depleting groundwater.   ",political
764,"This is not only a gross violation of freedom of speech but also negatively affects the digital media industry and the livelihoods of many. What they need to understand is that no matter what they do, they cannot suppress the will of the people which is Haqeeqi Azadi.",political
765,"How to trust the imported government brought by American conspiracy under the leadership of Crime Minister, Zardari, whose family's corruption has been written many books?",political
766,"I strongly condemn the successive raids of the police on the residence of Chaudhry Pervaizalhi in Gujarat, the abduction of his supporters + associates and the unjustified arrests. All this is bare fascism allowed by the imported government and its patrons to scare our supporters.",political
767,"Under which law they broke the main door of the house, uprooted trees and entered the house with heavy weapons? This is the limit of absurdity. They did all this when I had left for Islamabad to appear in court and Bushra Bibi, who is a complete housewife.",political
768,"It is a shame to see the depravity that we as Pakistanis have fallen into at the hands of this imported criminal government and their patrons. To fulfill their desperate desire to cling to power + to stifle dissent, they have accused an honorable + patriotic Pakistani of sedition and put him in jail.",political
769,"Good news:Ahmed Rabbani & his brother returning home after 20 yrs imprisonment in Gitmo. I had raised my voice against his being handed to US, his wrongful incarceration & had sought his release incl as PM. So many like him have been victims of grave injustice in US War on Terror",political
770,"Even knowing that the descendants of our Holy Prophet (peace and blessings of Allah be upon him) were on the right path, the people of Kufa did not come to their aid for fear of Yazid and the greatest tragedy of Islam was allowed to happen.",political
771,"Moreover, due to this project, the private sector was going through the process of setting up hospitals in rural areas. The whole project was praised by the international health journal ""Lancet"". The end of this project reflects the brutal mentality of both these family groups",political
772,Our historical Islamabad rally will be held tomorrow at the parade ground against the political instability of the imported government and the crushing of the people under the burden of endless load shedding and rising oil prices at the peak of summer. I will lead a rally from Rawalpindi to the parade ground.,political
773,"We welcome this development. Under its policy of expanding relations for the promotion of peace and unity among nations, our government has made an effort to bring the Kingdom of Saudi Arabia and Iran closer for dialogue. We appreciate China's role in this diplomatic breakthrough.",political
774,"As witnessed in Judicial Complex on 18 March, today again peaceful PTI workers & even our photographer were attacked & arrested by police & plainclothes ppl from Agencies - the Namalooms. This is the height of provocation using violence against peaceful citizens & abducting them.",political
775,"Physical structure of Shaukat Khanum Memorial Cancer Hospital & Research Centre Karachi completed. Twice the size of the Lahore hospital, this will be Pakistan’s largest tertiary care, cancer hospital. Finishing work has commenced & the hospital will open Dec 2023, InshaAllah.",political
776,"Until we all stand united against this fascism, the sun of freedom and democracy will completely set in Pakistan.",political
777,Haqeeqi Azadi Caravan from Sindh has started its journey to join us in Islamabad. InshaAllah there will be the greatest ever gathering of Pakistanis in Islamabad.,political
778,The entire nation is shocked at the vindictive cruelty Senator Azam Swati is being subjected to & for what crime?  For intemperate language & asking questions which is the right of anyone in a democracy? Internationally Pak & esp our mly is being perceived increasingly negatively,political
779,Congratulations to Babar Azam and the team for a great win.,political
780,I will address a press conference tomorrow to reveal the reality of this whole pretense and spectacle to the nation.,political
781,"If anyone still has any doubts about who was responsible for my assassination attempt, just see what is happening with the JIT report submitted before the anti terrorist court. Attempts to sabotage findings of the JIT in its report through deliberate tampering are now underway.",political
782,I am grateful to the Supreme Court Bar Association (SCBAP) for taking a very firm stand regarding the supremacy of the Constitution and the rule of law in the country. We also appreciate your condemnation of the excessive use of force by the authorities in Zaman Park.,political
783,"Despite the complete blockade of Zaman Park, the people of Lahore have left their homes in large numbers. However, I cannot make my workers, people or my police the fuel of this fire under the guise of which this fascist group wants to escape from the election and dreams of trapping us in more false papers!",political
784,Today Lahore is seeing a repeat of the Sindh House horse trading that happened in Islamabad with upto Rs 50 crores being offered to buy MPAs. The main architect behind this is Asif Zardari who gets NRO for his corruption & purchases people with looted wealth. He shd be jailed.,political
785,"media ppl. Two, it is against the economic meltdown brought on by cabal of crooks who have money laundered billions in looted wealth & gotten NROs for themselves while crushing the ppl, esp the poor & middle class, under the burden of spiralling inflation & rising unemployment.",political
786,"so they can identify those working for the state & indulging in abductions, illegal break-ins into homes, custodial torture & violence against political ldrs & unarmed workers of PTI. Demand immed release of Azhar Mashwani.",political
787,I will soon reveal how I was lured into a trap of murder in the judicial complex and how the Almighty saved me from it.,political
788,"On the one hand, the import government is asking us not to politicize the cause of floods, while on the other hand, it is accelerating the process of harassing us + filing false cases against us, targeting journalists who present our position and blocking TV channels and YouTube etc. to stop the broadcasting of my speeches.",political
789,"Thank you KP government for fulfilling another promise of Tehreek-e-Insaf! 100% fees will be waived for 244,000 students in government colleges of the province through Insaf Education Card. Education in particular is the key to a better future in the digital age and barriers to educational opportunities are being removed in KP.",political
790,"When the priests of wealth and people devoid of any ideology and belief are placed on the posts, similar shameful results are produced. Not only that, this person is completely devoid of understanding (the fact) that why our forefathers and forefathers made the struggle and sacrifices to realize the concept of Pakistan.",political
791,"I am grateful for today's record crowd in Sargodha. Now I am fully convinced that in order to accept this government of criminals (from the nation), whatever brutality this imported government will try to suppress and frighten the people of Pakistan, it will only increase the intensity of the revolution.",political
792,I want to thank the nation for coming out spontaneously last evening in support of the SC decision upholding Constitution & the Law. Tonight I will address our people at 10:00pm giving them our way forward for a sovereign Pakistan.,political
793,"Dedicating this song to Shaheed Ali Bilal, known affectionately as Zille Shah. He loved his country in a very special way. His violent death through custodial torture shows the depths to which the corrupt, ruthless & cruel ruling elite has sunk.",political
794,"After a big fall (decrease) in global (market) prices, the imported government should pass on the full benefit of the fall in prices to the people who have experienced unprecedented and historic inflation at the hands of a bunch of crooks brought to power by the US conspiracy to change the government. are being crushed under the weight of",political
795,"under spiralling prices while rulers get NRO for Rs 1100 bn looted wealth for themselves. Refusing to abide by prison rules for political detainees reflects a desperate & dictatorial mindset, which makes our people even more determined to stand up for Haqeeqi Azadi.",political
796,"The level of fascism today is reaching new levels of oppression, such is the fear within the corridors of power of PTI & its public support. Apart from repeatedly denying us permission & obstructing our rally, cabal of crooks keeps adding sham case after case against us to keep",political
797,"including three barrages conserving 270 bn litres of water for much needed aquifer of Lahore. Rakh Jhok, initiated last yr, is part of 5000 acres of reforestation environment plan. Embankments will be built with innovative method of using natural soil to prevent flooding.",political
798,"After what happened to Arshad Sharif, I request the Chief Justice of Pakistan to take notice before it is too late, despite informing the President of the country about the threats to his life.",political
799,"The greatest creation of the Lord, i.e. man, when he falls, leaves even the animals behind. The barbarians who violently took the life of our Zal Shah (Ali Bilal) are worse than beasts. Azam Swati, Shehbaz Gill and many others, under the supervision of a mentally retarded person.",political
800,"The actions taken against the Sharifs during our time + their arrests, etc. were the result of the Panama revelations and the cases of NAB, more than 95% of which were established before coming to our government. They were also treated as VIPs in prison.",political
801,"The vengeful manner in which Senator  Swati is being treated is shocking & condemnable. He was moved to PIMS early morning after suffering severe chest pains & breathing issues. While test results were awaited, Quetta police got him discharged & took him away endangering his life",political
802,On 5 Aug 2019 Modi govt violated UN SC resolutions & int law by illegally revoking Special Status of IIOJK. Modi govt then moved to commit a war crime under Fourth Geneva Convention by altering demography of IIOJK. They assumed the moves would crush spirit of Kashmiri resistance,political
803,LIVE | IMRAN KHAN JALSA IN ,political
804,"Opened the doors for the criminals by looting. This year was the best because during this time I saw the people of Pakistan becoming a nation. With the full support of the Election Commission and Muqtadra, all the political parties of the country united against Tehreek-e-Insaf.",political
805,"Understanding my message of national freedom and independence, I have stood in support of it. Now that we are so close to the destination, no fear or threat to my life can be a chain on my feet. The focus of our peaceful protest and dialogue is only the true freedom of Pakistan.",political
806,The sea of people along our March on the GT Road. For 6 months I have been witnessing a revolution taking over the country. Only question is will it be a soft one through the ballot box or a destructive one through bloodshed?,political
807,Today was a massive turnout led by PTI's KP leadership for the Jail Bharo tehreek. Congratulations to our KP PTI parliamentarians for leading from the front and to our workers for their janoon (passion) and commitment.,political
808,A great initiative by the PTI govt in Khyber Pukhtunkhwa.,political
809,"I strongly condemn the blocking of the Punjab Health Card Scheme, which was a boon to the vast majority of the people in an environment of life-threatening inflation that licks public savings.",political
810,"I am happy to see that our voters are resisting all pressure and harassment (government) efforts and are turning out to vote in large numbers. I want all those people, especially our women who are yet to cast their vote, to come out and vote because this is an election of sovereignty + real freedom. Is",political
811,"Strongly condemn fascist illegal abductions in shadows of late night of Aamad Yusuf & now Shahbaz Gill's assistant Izhaar's wife, who is now incarcerated in women police station. I want to ask our legal community are there no fundamental right anymore?",political
812,"I have directed the Punjab government to provide immediate assistance to the flood victims in the devastated areas of southern Punjab and the affected areas of Mianwali district. Along with this, I have also given the Khyber Pakhtunkhwa government the responsibility of immediate delivery of relief materials to the flood-affected population in Balochistan. has been assigned",political
813,I offer my heartiest congratulations to President Xi Jinping for being elected as the President of China for the third term.,political
814,The nation will hold accountable all those responsible for regime change conspiracy & bringing Pakistan to this sorry state of affairs.,political
815,"This is not only an open attack on freedom of expression but also a blow to the digital media industry which affects the employment of many citizens. They should understand that no matter what they do, they cannot completely suppress the people's will, which is true freedom.",political
816,"Our Quaid was right. Unlike a theft which is done by individuals, corruption is like a cancer that afflicts a nation & destroys it. It robs a country of development & prevents investment from coming in esp where country's ldrship is itself corrupt.",political
817,"I am grateful to all the people, especially the lawyers, for coming out in such large numbers yesterday and showing support and solidarity in a very enthusiastic manner.",political
818,"Pak’s 1st central business district, , will accommodate 100+ vertical developments adding 600b+ to country’s economy. To compliment futuristic vertical development, groundwork will commence Oct '22 on Lhr’s Main Blvd reshaping entire infrastructure of the vicinity.",political
819,"Today, Gujranwala: PTI leaders & workers came out in huge numbers for our Jail Bharo (court arrest) movement. Congratulations for breaking the chains of fear with your  junoon (passion) & commitment. Our teams are in place to maintain contact with those arrested & their families.",political
820,I dedicate this to Arshad Sharif who took a stand against injustice despite threats to his life.,political
821,The Lahore High Court is hearing our petition for contempt of court tomorrow. This is a very important matter because the future of respecting court orders by powerful circles will depend on this decision. Will continue to work on the same.,political
822,"Karachi SKMT construction progressing at a good pace and, inshaAllah, all set to be opened end of next year. It will be the biggest of all the SKMTs and equipped with the latest equipment.",political
823,The humiliation of being slaves; and why my parents generation always reminded us how lucky we were to be born in an independent country.,political
824,Let the judiciary take notice. The news director of ARY was brutally abducted from his home without a warrant last night and a mother of a baby girl was illegally abducted simply because her husband worked for Gill.,political
825,"Now it is clear that PDM government wants to arrest me despite getting bail from the court in all the cases. Despite all their malice, I am going to Islamabad to appear in court because I believe in the rule of law.",political
826,"Congratulations to Punjab Government for fulfilling another promise of PTI by launching Insaf Academy! This is the first of its kind portal in Pakistan which contains more than 7,000 lectures, quizzes and MCQs. Through this, a school will be built in every home, and free education will be organized for the students of ninth to twelfth grade.",political
827,All those who support the constitutional right to democracy and free speech are used to spread fear and terror and stifle critical voices. Arrest and Come out to protest against the ongoing acts of violence and revenge against journalists and others.,political
828,"A negative impression is emerging about our army because the current imported government is seen as a mere puppet regime. The hope was that the new military leadership would act against the Tehreek-e-Insaf, media and critical journalists for the last 8 months due to Bajwa's fascist tactics. will separate itself from",political
829,"rule by a cabal of crooks & their handlers brought to power through US regime change conspiracy. Will our ppl bow down before this conspiracy in fear or, as a nation, face up to the challenge? On 13 Aug at our Haqeeqi Azadi jalsa I will announce our plan to counter this fascism.",political
830,These ppl have been plundering Pak for last 30 yrs & are now responsible for the present economic meltdown. These thieves should never be allowed to sell our national assets in the devious manner they are attempting. The nation will never trust them with our national assets.,political
831,"Strongly condemn persecution & arrest of Sindh Opposition leader Haleem Adil Sheikh by Sindh govt. This is pure fascism, reflecting the Zardari-Sharif mafia's approach of eliminating those they cannot purchase & it is absolutely unacceptable in any democracy.",political
832,"Our leaders were right. Unlike theft, which has its perpetrators, corruption is like a cancer that spreads its claws throughout the existence of a nation and destroys it. In a country, especially with a corrupt leadership, it loses the journey of development and capital. Prevents action.",political
833,Abrar ul Haque has again come up with a great tarana about Haqeeqi Azadi. Only truly free (Azad) nations fulfill their immense human potential to rise & become Iqbal's Shaheen.,political
834,"My house has been under heavy attack since yesterday afternoon. Latest attack by Rangers, pitting the largest pol party against the army. This is what PDM and the enemies of Pakistan want. No lessons learnt from the East Pakistan tragedy.",political
835,"I appeal to Pakistanis living in Pakistan + the world to support and finance PTI's struggle for real freedom. It is a movement of independent Pakistan, so go ahead and contribute to this jihad. He is the Chairman of Fundraising Committee of Tehreek-e-Insaf",political
836,Congratulations to Abid Zuberi on his election as President SCBA.,political
837,"I will not avoid any sacrifice for the development, interests and democracy of Pakistan, in this regard, I am ready to talk to anyone and I am ready to take every step in this direction.",political
838,"At , vision is to become hub of higher education based on Islamic principles & modern disciplines. To facilitate effective nation building, our renowned PhD Faculty educates deserving students from remote areas, who otherwise are deprived of quality higher education.",political
839,"The Caretaker Government of Punjab is brazenly following the path of contempt of the Supreme Court to stop our scheduled rally, under which law the unarmed workers are subjected to the worst torture by the police?",political
840,"Again, I ask our Honourable judges where is the justice in all this? Is the Article 14 Constitutional provision only to be applied selectively for the high & mighty State functionaries?",political
841,"""Lancet"", one of the most reliable medical journals in the world, has praised our health card in the words that ""this is the real achievement which was relatively unachieved by Amir Malik"". It is one of the major achievements of my government in the way of making Pakistan a welfare state. .",political
842,Bane remained indifferent to all this. When will the judiciary take action against the state institutions that violate the constitution and the law? It is time for the judiciary to act!,political
843,"My invitation to all Pakistanis, esp our youth, to join us on 13 August night in Lahore for our Haqeeqi Azadi jalsa & celebrations marking 75 years of Pakistan. ",political
844,SC has made it clear in its own case No. 17/2016 that a person who has made Voluntary Return cannot hold any public office in the federal and provincial governments nor is he eligible for any position in any state institution.,political
845,"& now this video where privacy of his wife has been violated. It is both shocking, despicable & utterly condemnable. No human being should have to suffer this. I call on the CJP to take suo moto notice of this.",political
846,We welcome the judgment of the Supreme Court. Protection of the Constitution was the duty of the SC and the honorable judges have discharged this duty very bravely by their judgment today. This is a seal of approval on the rule of law in Pakistan. We are suspending our jail-full movement and campaigning in KP and Punjab are growing,political
847,"they must now protect their mandate by coming out to protest today across Pak. I will address the protests at 9 pm tonight. Let Sri Lanka be a reminder as a clear message goes to cabal of crooks,their handlers & ECP that people wiĺl not allow you to steal their mandate in Punjab.",political
0,Just spoke to H.E. President  to express our profound condolences & prayers at the human & material losses in the earthquake. I told the  President that Pakistan would do anything to help their Turkish brothers & sisters during this challenging time.,political
1,I welcome Supreme Court taking suo motu notice of the murder of journalist Arshad Sharif. I had already written a letter to Honorable Chief Justice of Pakistan for setting up a Judicial Commission to probe the murder. The government will extend full cooperation to the Court.,political
2,I convey my heartfelt condolences to the government and the brotherly people of Türkiye  on the loss of precious lives & damage to the infrastructure due to the floods in the earthquake-affected regions. Prayers for the early recovery of the injured.,political
3,"The increasing incidence of HIV & Aids among the children & adolescents is deeply worrying. I urge Ministry of Health to focus on awareness about testing, prevention & treatment to fight scourge. On World Aids Day today, let us all vow to end the stigma attached with HIV.",political
4,"At High-Level Segment of , I presented flood devastation in Pakistan as an example of what climate change can do to a country. I drew the attention of the global leaders to the need for bridging massive financing gaps, inclusion of loss & damage in the agenda.",political
5,"About 300 including 124 people from Balochistan have lost lives in the floods. Although there is no compensation for huaman life, the federal govt is paying Rs. 10 lakh to every household of the deceased. I have also ordered increase in financial assistance for damaged houses",political
6,Our non-Muslim citizens are an integral part of our national fabric. Today we celebrate their valuble contributions & thank them for their service to the country. Our founding fathers envisaged Pakistan as a pluralistic society in which all are equal citizens of the state.,political
7,My brother H.E. President  highlights the need for the continued international assistance to help Pakistan deal with the disastrous floods. We thank the President for his consistent support for rights of Kashmiris of IIOJK.   ,political
8,"It has been a year today that my brother and long-time friend Parvez Malik left us. He was a very reliable, matter-of-fact and intelligent person. The way he supported Pakistan Muslim League-N and Mian Nawaz Sharif is a priceless story of commitment and loyalty to the party. His services will always be remembered.",political
9,"Islamic Development Bank is the largest contributor to over $9 billion pledged at the conference. We are extremely grateful to the IDB Board & member countries for their kind gesture of committing $ 4.2 billion, which will help us significantly in our reconstruction efforts.",political
10,I extend my congratulations to Her Excellency  on her appointment as Prime Minister of the United Kingdom. The UK is Pakistan's time-tested friend and one of our largest trading & development partners. I am keen to work with her to further promote our historic relations.,political
11,Deeply sad to learn about the loss of precious lives & damage due to flooding in brotherly Afghanistan. I urge the international community to help the already suffering Afghan people on emergency basis. Pakistan will also extend it's assistance to our Afghan brothers & sisters.,political
12,"Least Developed Countries have been badly affected by climate change, post-pandemic & geo-strategic disruption in food & energy supply chains. These global events have left them vulnerable. LDCs will be better served by putting welfare of people at the center of public policy 2/2",political
13,I am highly grateful to my brother H.E. President Erdogan  for his kind message of solidarity at Resilient Pakistan Conference. He personally led Türkiye’s rescue & relief efforts for the flood-affected people of Pakistan. We greatly acknowledge ’s contributions.,political
14,Energy imports are the biggest item on our import bill. Pakistan cannot ensure its economic security through heavy reliance on energy imports whose prices have increased sharply. Massive Thar coal reserves offer a grand window of opportunity & they occupy top place on our agenda.,political
15,"On behalf of the people & government of Pakistan, I wish to extend our profound felicitations to H.H. Sheikh Nawaf Al-Ahmad Al-Jaber Al-Sabah, the Amir & people of the State of Kuwait  on their National Day. We  are keen to further build on our excellent bilateral relations.",political
16,"Pakistan joins the global community today in observing Earth Hour & demonstrating its commitment to the fulfilment of its obligations to climate change actions. Saving our planet from the ill-effects of climate change is a collective endeavour, one in which everyone matters.",political
17,"On the National Day of China, I extend our heartiest greetings to H.E. President Xi Jinping, H.E. Premier Li Keqiang & the people of China. The peaceful rise of China as the second largest economy & paramount global power is a source of stability in a perpetually changing world.",political
18,Listening to the heart-wrenching tales of the earthquake victims in Adiyaman  was a deeply painful experience. The scale of destruction as far as one could see was overwhelming. I met a young boy who lost both his parents. May Allah help the victims overcome this ordeal!,political
19,The Election Commission's decision in the PTI foreign funding case is an indictment against Imran Khan that he submitted false affidavits and violated the Constitution of Pakistan by receiving illegal foreign funding. He has once again proved to be the most untruthful person. The nation should consider the political implications of foreign funding,political
20,"Every speech of Imran Niazi is a proof of his unfitness for any public office. Under his direct leadership, PTI conducted a systematic campaign of mudslinging on national institutions, which caused irreparable damage to Pakistan. In his lust for power, Imran Niazi is creating a shameful chapter of Machiavellian politics.",political
21,I wish H.E. President Biden speedy and complete recovery from corona.,political
22,Grieved to learn about the loss of precious human lives in Bangladesh and India due to floods. My thoughts and prayers are with the affected families.,political
23,"I visited the flood affected areas of Sindh yesterday where millions of innocent children, elderly and women are still suffering the punishment of climate change in extreme cold and destitution. We all need to support these Pakistanis in this difficult time.",political
24,"Haha … I believe it from the core of my heart. And, not just in cricket, we will bounce back in every other field too, InshaAllah.",political
25,Kashmir Martyrs' Day is a day to remember the great sacrifices of Kashmiris for achieving the inalienable right of referendum given by the UN. Kashmiris have kept the candle of freedom burning by making unprecedented sacrifices from generation to generation to get rid of Indian occupation and have refused to accept Indian slavery.,political
26,"By inaugurating the digital program for professional training of teachers and the teleschool app for students, I have laid the foundation for digitalization innovation in the education sector today. By equipping the new generation with the jewel of education instead of stones and slings, we will spread the light of education and skill in the country instead of chaos.",political
27,"Thank you President  for highlighting the plight of the flood victims in Pakistan and urging the world for an immediate response, as my country is facing the ravages of unprecedented floods. The calls of stranded women & children for help need to be heeded to. ",political
28,Always a pleasure to meet my friend H.E. . Today we reviewed the task of rehabilitation. I thanked SG for creating UN inter-agency team to prepare a comprehensive reconstruction plan. His empathetic leadership is key to addressing climate change.  ,political
29,"World Population Day, being observed today, underlines our shared challenge of rendering populations into demographic dividends through policies that ensure socio-economic rights. We r working toward aligning our development priorities with needs of our people on long-term basis.",political
30,"Met members of international media today to brief them about flood ravages in Pakistan.The devastation is evidence of seriousness of the threat posed by climate change.Despite having less than 1% share in carbon emission, we are ranked 8th in terms of exposure to climate hazards.",political
31,"Strongly condemn terrorist attack on the security forces personnel from across the border in Dewagar, N Waziristan. Our three soldiers sacrificed their lives in defending the motherland.  These sacrifices are a message that no one should dare cast an evil eye on Pakistan.",political
32,"Personally, I am deeply touched by the Chinese adherence to remarkable work ethic & national discipline. This explains how China has been able to lift 800 million people out of acute poverty. At this stage in our national life, work, work & work alone can lift us out of crises.",political
33,"While visiting flood-hit shelter camps along with UN Secretary General  in Balochistan today, we met a family that Allah had blessed with a baby boy a night before. I saw this birth as a sign of hope, regeneration & renewal amid an unfolding human tragedy.",political
34,"Today, during my visit to the flood affected areas of Balochistan, I was told that the people trapped in the flood in Kamrat, including the students, have been rescued. Alhamdulillah. As soon as this was brought to my knowledge yesterday, I directed them to use all resources to rescue them. All the officials including the Pakistan Army deserve kudos for this.",political
35,"Climate change is a reality of the present era, as a result of which developing countries like Pakistan are being severely affected. The recent rains and flood situation are a link in this chain. The government is aligning its development goals with the needs of climate change.",political
36,"At Apex Committee meeting today, civil & military leadership expressed unflinching resolve to protect the people of Pakistan at any cost. Those who attacked innocent citizens will be brought to justice. We will not allow anti-terror gains to be reversed. 1/3",political
37,"Let me make two things absolutely clear here. First, it is a direct tax on the income of people & industries falling in certain categories of income. Secondly, the proceeds from this measure will be spent in the most productive of ways for people facing financial constraints.",political
38,"NSC took some major decisions yesterday after hours-long deliberations. Two of them stand out: State of Pakistan will adopt zero tolerance policy for terrorists challenging its writ. Peace is non-negotiable. Two, economic roadmap will revive economy & provide relief to the people",political
39,"We gratefully acknowledge the aid commitment of € 88 million by Germany  during Resilient Pakistan  Conference to help Pakistan's flood recovery efforts. With the global solidarity and partnership, we are resolved to build back better with resilience.",political
40,"Brilliant effort, Team Pakistan  . Great game!",political
41,"During my foreign visits, I have focused my time & energy on repairing the damage done to our relations with friendly countries during the past 4 years. We have prioritized areas for mutual cooperation in the fields of IT, commerce, finance, energy, infrastructure & investment.",political
42,We express our profound gratitude to H.H. President Sheikh  for his decision to roll over $2 billion & provide additional $1 billion. This support will help us tide over economic difficulties. We are deeply touched by kind gesture of our Emirati brothers & sisters,political
43,"Polio is a deadly virus that disables children, stunts their future & undermines national progress. Unfortunate that polio still exists in our country. On  today, I reiterate my government's unflinching resolve to get rid of this virus through renewed efforts.",political
44,"Just reached Doha  on the invitation of my brother HH Sheikh Tamim Bin Hamad Al-Thani, the Amir of Qatar to attend the 5th UN Conference on Least Developed Countries (LDCs). I will share Pakistan's perspective on the socio-economic challenges facing LDCs in Asia & Africa. 1/2",political
45,"Foreign investment is critical to our efforts to stabilize the economy. In my meeting with leading Turkish investors today, I invited them to invest in the energy & infrastructure sectors. My government will be there to facilitate them proactively.",political
46,"A recently released audio tape exposes Imran Khan's true nature and double standards. Contrary to their claims, they sought NRO to save themselves and their government. After all efforts failed, a fake story of a foreign conspiracy was spun. Their lies have been exposed.",political
47,"Our citizens will be able to notarize their important legal documents such as marriage certificate, degrees and more via MOFA designated officials in Pakistan which will be internationally accepted without the need for any further verification.",political
48,Deeply saddened by the martyrdom of three soldiers of Pakistan Army & three children in a suicide attack in Miran Shah. Blood of our soldiers & citizens is a debt on us that we will repay by eradicating terrorism from our country. Heartfelt condolences to the bereaved families.,political
49,"On behalf of the entire Pakistani nation, I congratulate President Xi Jinping on his reelection as CPC General Secretary for the 3rd term. It is a glowing tribute to his sagacious stewardship and unwavering devotion for serving the people of China.  ",political
50,"Revised UN appeal for $816 million for flood victims underscores need for continued global engagement. With food & health crisis becoming graver,we need to ramp up action. Thank you  for your leadership in articulating needs of people affected by disastrous floods",political
51,"It was a pleasure to meet and nominate Faisal Baloch for the conferment of Tamgha-e-Shujaat for his act of bravery. A real-life hero, he risked his own life to save that of countless others. I commend his selfless act of courage.",political
52,"In an interactive session with students of Harvard Business School today, my core argument was that the state of economy is directly linked to political stability. My economic action plan has 3 prongs: revitalization of agriculture, promotion of IT & making economy export-driven.",political
