,Unnamed: 0,Tweets
213,213,"I am grateful to all the people who came to my court appearance. Everyone knows that the gang of criminals wants to keep me in jail till the elections anyway. 96 cases have already been framed against me and I am sure that after my appearance today, I will clear the cases against myself. I will complete the first century."
214,214,Many countries opened their eyes in captivity but broke the cage and flew like a falcon. Some were awestruck by the vastness of the skies and preferred slavery like pets that thrive on the pieces of their masters. The goal of our true freedom movement is to make our nation truly free + independent to determine its own path.
215,215,We are very grateful to Majlis-e-Wahdat-e-Muslimeen and Allama Raja Nasir Abbas for supporting us in our Jail Bharu movement and especially for presenting themselves for arrest in Rawalpindi yesterday.
216,216,"The imported government consisting of criminals + their patrons have demonstrated their degradation to a new level by stopping the broadcast of my telethon held last night regarding the collection of donations for the flood victims. First, they pressured the channels not to show the telethon."
217,217,"to those who claim they are ""neutral"": Is this your idea of neutrality, Rangers directly confronting unarmed protestors & ldrship of largest pol party when their ldr is facing an illegal warrant & case already in court & when govt of crooks trying to abduct & possibly murder him?"
218,218,"The structure of Shaukat Khanum Memorial Cancer Hospital and Research Center Karachi has been completed. This cancer hospital, which is twice the size of the hospital in Lahore, will be the largest tertiary care center in Pakistan. December 2023"
219,219,"Demand immediate release of PTI MPA & Secretary General Karachi Arsalan Taj Ghuman, who was abducted in early hours of this morning. All he did was mention Dirty Harry in his speech yesterday. Complete dismantling of our democracy & unravelling of Rule of Law. Fascism."
220,220,"The treatment of Fawad Chaudhary, i.e. his abduction, his treatment like a terrorist and his physical remand in the case of a rascal, etc., shows that Pakistan has gone down the wrong path. The name of justice is not a sign, but the law of the jungle is definitely prevailing. If the state and the group of criminals understand that"
221,221,"When Man, God's greatest creation, falls, he descends below animals even. The ones who tortured Ali Bilal, our Zille Shah, to death are worse than animals. They have been indulging in custodial torture on Azam Swati, Shahbaz Gill & many pol workers, overseen by a total psycopath."
222,222,Private prisons of Barkhan*
223,223,Scenes of a visit to one of the aid camps established by the Khyber Pakhtunkhwa government in Dera Ismail Khan for awareness of the ground situation and to meet the flood victims!
224,224,"This is the apocalypse that the corrupt gang of bloodthirsty criminals has unleashed on the nation. They have violated our constitution, our fundamental rights and the rule of law. has gone"
225,225,"Shaukat Khanum Memorial Trust Karachi: Despite all the challenges, the construction work is going on as per schedule. It will be opened at the end of next year, God willing. This hospital in Karachi will be the largest among all hospitals and will be equipped with the latest machinery."
226,226,"Today Makhdoom Fazal, Makhdoom Mohsin & Makhdoom Amaar met me & narrated their arrests & harassment at the hands of Zardari mafia in Sindh. There is only law of the jungle in Sindh where Zardari law rules. Those who cannot be bought are coerced & intimidated by police & thugs"
227,227,Today Punjab govt has brazenly violated SC orders & election rules by openly using all govt/State machinery to rig Punjab elections through illegal ballot stamping & harrassing voters while arresting PTI ldrs. Through it all ECP turned a blind eye. Courts must open now & act.
228,228,Everyone should remember this Hadith wherein our beloved Prophet Muhammad PBUH warned how  injustice destroys nations.
229,229,I want to thank the SCBAP for their strong position on upholding of Constitution & rule of law. We appreciate your condemnation of excessive use of force by authorities at Zaman Park. My Party was founded on principle of rule of law & we continue to stand by this commitment.
230,230,"This was possible despite the sharp decline after the coup d'état. From July 2021 to March 2022, exports increased by 27% during PTI tenure. Export growth slowed to 5.8% in June under the shadow of a gang of crooks.
#imported_government_disapproved"
231,231,"Usman Joda, our activist from Gujarat, saved this woman from the direct bullets of the bloodthirsty Rangers and the Punjab Police. We witnessed the determination and passion of activists like Usman during the oppression and violence."
232,232,By postponing Punjab elections till Oct ECP has violated the Constitution. Today everyone must stand behind the legal community - the judiciary & lawyers - with expectation that they will protect Constitution. For if this is accepted today then it is the end of Rule of Law in Pak
233,233,Some scenes from the massive & charged crowds that turned out throughout Gujranwala yesterday seeking justice which is a critical part of our Haqeeqi Azadi struggle.
234,234,"The nation is shocked and shocked by the revenge-filled oppression and violence against Senator Azam Swati that all this is being done for what crime? Is all this being done by using harsh language and raising questions that everyone has the right to in a democratic society? Pakistan, in particular"
235,235,"Ali Bilal unarmed & our dedicated & passionate PTI worker murdered by Punjab police. Shameful, this brutality on unarmed PTI workers who were coming to attend election rally. Pakistan is in the grip of murderous criminals. We will file cases against IG, CCPO & others for murder."
236,236,"In the form of the power of their guardians, Pakistan today is in the spirit of Yazidism (fascistism). Will our people also succumb to this conspiracy in fear or will a nation face this severe test? On August 13, I will announce a plan to deal with this fascism in my real freedom rally."
237,237,"Lahore rejects this corrupt caretaker CM, a virulent PTI hater & one of the players with ex-COAS, the main architect of regime change conspiracy. His appointment negates the very concept of neutral caretakers. Today there is a complete mockery of justice, ethics & morality in Pak"
238,238,"Strongly condemn the fascist approach of Imported govt to treat our political prisoners detained during our Jail Bharo (court arrest) movement as criminals & terrorists. Our ldrship & workers are protesting against this fascism, violation of fundamental rights, & crushing nation"
239,239,Arshad Sharif's murder has sent shockwaves across the country. This murder has re-examined the current trend of targeting anyone who dares to question or criticize the rulers. Citizens are deprived of their basic rights under the Constitution. Supply and them state and govt
240,240,This is not only an attack on our democracy but also on moral fabric of our society. Had SC taken action & debarred these turncoats for life it would have acted as deterrent. Don't Handlers of US regime change conspiracy's Imported govt realise severe damage being done to nation?
241,241,27 Feb 2019 our govt ordered response to Indian air strike on Balakot with PAF air strikes on Indian mly targets in IIOJK & the PAF downed an IAF plane over Pak air space capturing the pilot. We were successful in choosing a limited mly response signalling a clear msg to India.
242,242,"I am saddened to learn about the passing away of Mufti Rafi Usmani, the elder brother of Mufti Taqi Usmani, the Chairman of Darul Uloom Karachi, and a prominent religious scholar. He will always be remembered for his valuable academic services. My prayers and sympathies are with his family."
243,243,Flooding of Karachi bec of rains again a reflection of PPP's 14 yrs of corruption & mismanagement in governing Sindh. My govt had given Rs35bn to clean & reconstruct major nullahs but prov govt failed to perform it's task of improving solid waste disposal & cleaning minor nullahs
244,244,"I am from the Punjab Police tonight
@ImranRiazKhan
 I strongly condemn the unjustified arrest of our nation. The country is being handed over to fascism to expose our nation to the imported government, which is made up of scumbags."
245,245,"Wishing Qatar the best for successfully holding the football World Cup, which begins today. It is for the first time that a Muslim country is hosting this biggest sporting event in the world. Good luck to all the participating teams."
246,246,My prayers and sympathies are with his bereaved family.
247,247,Thank you Chakwal for the record turnout today at my Haqiqi Azadi jalsa. I have asked my nation to smash the idol of fear through which this imported govt of crooks ( 60 percent of the cabinet is on bail ) seeks to enslave us.  MashaAllah our nation is ready.
248,248,"I want to warn our nation of an unprecedented crackdown campaign by Imported govt & State machinery against media houses & journalists who are carrying PTI & my narrative to the public. Two journalists, Arshad Sharif & Sabir Shakir, have had to leave Pak fearing for their lives."
249,249,Sealing of Centaurus Mall by PDM mafia in response to PM AJK censuring SS for not mentioning sacrifices of Kashmiris shows there is law of the jungle in Pak since last 8 mths. Sends negative signals to Kashmiris too. Q for our Honourable Judges: Are they not upholders of the Law?
250,250,The great frenzy found in the politically aware public crowd in Gujarat last night! The participation of women in the gathering was also very unusual and unprecedented. We are seeing a gentle revolution unfolding before our eyes. Very interesting moments are waiting for us. Thank you Gujarat!
251,251,"Our senior ldrshp met & we decided I
wld do international telethon to raise funds for flood affectees on Monday night. Imran Tigers will be activated to volunteer for relief work. A comm under Sania Nishtar wiĺl be set up to identify & coordinate funds allocation based on needs."
252,252,"Watch #Ehsaas2047, a powerful documentary on how we began developing a welfare state in Pakistan, which uplifted the poorest and most marginalised people and gave hope to millions. We intend to reinvigorate this programme on our first day back in office."
253,253,"Through this resolution, it was acknowledged that hateful actions against Islam and Islamic rituals are not protected by freedom of expression."
254,254,Shortly I will expose how I almost walked into a death trap & the plot to kill me in the Judicial Complex; and how Almighty Allah saved me in the nick of time.
255,255,Azam Swati being subjected to custodial torture over a tweet regarding NRO-2 is another shameful incident in our history. Can bullying and violence force people to respect an individual or institution? The Holy Qur'an teaches us that the only owner of honor and humiliation is God Almighty
256,256,With the big drop in international prices the Imported govt must pass on the full benefit of the price reduction to the people who have been crushed by the unprecedented inflation unleashed by this cabal of crooks brought to power through US regime change conspiracy.
257,257,"I strongly condemn this violence on our opposition leader Haleem Adil Sheikh in Sindh. Pakistan is under the control of a group of criminals. These mafias know very well that they will reach their political end in the elections, so they are using every tactic of the mafias to threaten our people."
258,258,Warmest greetings on his birthday to His Highness Prince Karim Aga Khan IV. We appreciate his valuable support for & contribution to socio economic development in Pakistan.
259,259,"Congratulations to Mohsin Leghari,  Meena Leghari, PTI workers & voters for the NA 193 emphatic victory despite govt machinery, neutrals & ECP all working against PTI. My only worry is that this will scare PDM & its handlers more. Therefore, expect greater pressure on SC judges."
260,260,The fascist Imported govt sunk to a new low today by banning live coverage of my speeches on TV & then blocking YouTube temporarily during my speech at Liaquat Bagh. All this after continuous intimidation of  mediapersons & taking channels off air earlier.
261,261,I want to thank all the people & especially the lawyers for coming out in huge numbers spontaneously and showing such passionate support yesterday.
262,262,For overseas Pakistanis' facilitation this is the helpline:
263,263,"Completely ignoring the laws, clearly violating the basic human rights provided in our constitution, they are being dragged from one province to another through dozens of cases. On the contrary, Salman is involved in corruption and money laundering of billions of rupees. An advertiser named Shahbaz"
264,264,I congratulate team Pakistan for keeping their nerve under pressure and winning after a tough competition. We desperately needed such a win to boost the courage of the nation in difficult times.
265,265,"I strongly condemn the Zardari mafia's arrest and imprisonment of the leader of the opposition in Sindh, Haleem Adil Sheikh, just for silencing him. Haleem's leg is broken and he is on a hunger strike in jail. We demand that the violence and political revenge against him be stopped immediately. be done"
266,266,Congratulations to javelin thrower Arshad Nadeem for overcoming injury & winning the Gold for Pakistan plus setting a new Games record with a throw of 90.18m.
267,267,Had a wonderful meeting with Allama Raja Nasir Abbas and MWM delegation yesterday. All misunderstandings were cleared and they reiterated their commitment and support towards our real freedom struggle. I assured them that whatever problems they face in Punjab and Pakhtunkhwa we will Will solve them!
268,268,Takhtbai is ready for Sunday's by-elections and our Islamabad march. Never before has our country been mobilized for a cause like it has been for real freedom.
269,269,Congratulations to team KSA for their great victory today against Argentina in the Football World Cup being held in Qatar.
270,270,"We must not forget Ajmal Masih, who also lost his life in the KPO terrorist attack in Karachi. Govt must look after his family. Sadly, we tend to forget not only these victims of terrorist attacks, who are sole breadwinners of their families, but also the dependants left behind."
271,271,"He blacked out our Philrelief telethon to get on his nerves. Today he
@SaifullahNyazee
 They raided their houses and took their computers + mobiles etc. The import government + its guardians are putting us against the wall. I am warning them that there will be consequences that they will have to bear."
272,272,"Today Sargodha: Our Jail Bharo (court arrest) movement continues. I want to thank our ldrs, workers & the public that came out again with such junoon (passion) & commitment for Haqeeqi Azadi. I am pleasantly surprised the way PTI ldrshp & workers have broken the shackles of fear."
273,273,"Fascism at unprecedented levels with police in Islamabad raiding homes without warrants to abduct PTI workers. Where the worker is not present, children as young as 10 yrs are picked up. We demand the immediate release of all our workers & their children who have been abducted."
274,274,"Had instructed lawyers in UK, incldng Leading Counsel,to start legal proceedings against Geo TV Limited pursuant to the Pre Action Protocol for Media & Communications Claims.A
formal letter of claim has been served today on Geo TV Limited in London & they have 14 days to respond"
275,275,Imported govt is completely directionless. The only achievement of this cabal of crooks has been to get another NRO for the billions they looted from Pakistan. The question the whole nation is asking is: Who is responsible for this conspiracy against Pakistan?
276,276,"I strongly condemn the custodial torture of my workers and leaders, including Amjad Niazi and Hasan Niazi, who I have been told was abducted immediately after bail and named in another false case. Demonstration of the law of the jungle continues!"
277,277,Strongly condemn this torture against our Opposition leader in Sindh Haleem Adil Sheikh. Pakistan is in the grip of a bunch of criminals. These mafias know they will meet their political end in the elections InshaAllah; hence using every mafia type tactic to scare our people.
278,278,Our people are our strength & people have come out once again to show they stand with our struggle for Haqeeqi Azadi & rule of law. We strongly condemn the raid on Bol TV which again shows the growing fascism in Pak.
279,279,"The irony is that at a time when our soldiers, policemen and local people are laying down their lives on a daily basis, the threat of terrorism and increasing attacks from the western border has led to this increase in the number of criminals. Up to the place in the sayings and thoughts (narrative) of the government"
280,280,"For all those spreading rumours about my mtg in Lahore, the reason we returned was bec Lahore was closer & we had already decided not move at night. The only demand I have had for 6 mths is date for early fair & free elections. That will be the ONLY demand if talks are to be held"
281,281,"Despite cabal of crooks locking down Lahore (see map) & arresting 2000 of our workers, people of Lahore came in huge numbers to make our 6th Minar-i-Pakistan jalsa a great success. I want to especially thank my Lahorites for not letting me down yet again. Proud of you."
282,282,"This image will remain with me for the rest of my life. The passionate cry for freedom while dancing and pouring water on his head to dilute the effects of tear gas.
MashaAllah a nation waking up finally and demanding freedom."
283,283,"A lot of countries were born in a cage but broke the cage & flew out like a falcon. Some others preferred to remain caged as pets afraid of the open skies & fed by their masters.
Our Haqiqi Azadi struggle is for our nation to be truly free & sovereign able to chart its own course"
284,284,This is the revolution I was talking about! Scenes from the third day of our real freedom march and as we move forward people are joining our march in large numbers.
285,285,"Our prayers & condolences go our brethren in Turkiye, Syria & Lebanon on the precious lives lost in the devastation of the earthquake. We stand ready to offer all humanitarian assistance needed."
286,286,He was subjected to the worst torture by the Islamabad Police. Hasan Niazi was picked up on bail and a false case was made against him to keep him in custody. I have pictures of the IGs of Punjab and Islamabad and all the officers involved in these criminal activities. International organizations
287,287,Equally outrageous is what is being considered such a great crime would in entire civilised world be considered his democratic right to criticise. He must be released immediately. Sad to see our justice system unwilling to stop repeated violations of Swati's basic human rights.
288,288,"The concept of democracy without the rule of law is impossible and a strong, independent and reliable judicial system ensures the rule of law, protects the constitution. Is"
289,289,"Thus, PMLN has a history of establishing its empires, but what will ECP say about the manner in which an eternal enemy of PTI has been appointed caretaker chief minister, even though a neutral person should have been appointed to this position. Naqvi has also made a voluntary return (VR) deal with NAB."
290,290,I want to thank the people of Islamabad & Pindi for coming out in such large numbers and standing up against this Imported govt of crooks.#امپورٹڈ_حکومت_نامنظور
291,291,Status of Lal Suharna National Park in 2021 and now the latest scenery of 2022! A green revolution is taking place to tackle climate change under our internationally acclaimed #TenBillionTreeTsunami project.
292,292,"They will create an atmosphere of fear and terrorize us and make us fall. You are on a grave mistake. People are more than ever determined and ready to stand against this fascism and I and my party are more than ever determined and ready to fight these fascist forces firmly for democracy, rule of law and justice for our people."
293,293,"SC 5-mbr bench orders elections in Punjab & KP in 90 days, asking President to announce date which he does - 30 April. With hardly 55 days left, PTI kicks off election rally in Lahore. Under what law, & in brazen contempt of SC, Punjab Caretaker govt uses massive police violence"
294,294,"As our sense of social welfare programs was being praised all over the world, now all our efforts to make a welfare state under the nose of the imported government are being foiled."
295,295,Today Gujranwala came out in phenomenal numbers to participate in our Haqeeqi Azadi March. So far today we have witnessed not just the greatest crowd participation but also the ever increasing passion of our people as the March progresses forward towards Islamabad.
296,296,"Fascism is touching new limits of oppression and the House of Power is shaking with the political power of PTI and its popular support. Apart from not allowing political activities or obstructing our rally, gangs of criminals keep making false cases against us to keep us busy in the courts."
297,297,The imported government brought in by the American conspiracy of changing the government tried to rig the by-elections of Punjab through the government + government machinery with the help of the dishonest and biased Chief Election Commissioner Sikandar Sultan Raja under the leadership of the discredited ECP.
298,298,Strongly condemn the attack on senior journalist Sami Ibrahim today in a similar fashion to the earlier attack on Ayaz Amir. These fascist tactics seeking to terrorise journalists is an attempt to subdue ppl into accepting US regime change conspiracy & cabal of crooks in power.
299,299,InshaAllah tomorrow will be our historic Islamabad jalsa at Parade Ground against Imported govt's pol destabilisation & crushing our people under the burden of excessive loadshedding in peak of summer & spiralling fuel prices. I will be leading a rally from Pindi to Parade Ground
300,300,Judiciary needs to take notice of this. Ary's news editor was picked up violently late night from his home without warrant & a wife with suckling baby picked up illegally bec her husband worked for Gill. A climate of fear is being spread to make ppl kowtow before cabal of crooks.
301,301,"us busy running from one court to another. They force media houses to deny us coverage & if any media house does give us coverage, it is raided. But none of this matters as Lahore showed today where ppl kept coming out in increasing numbers & walked in the rally for almost 7 hrs."
302,302,"Eid Mubarak to Muslims around the world! Celebrating Eid-ul-Fitr, which reminds us of the great sacrifice, and expressing our gratitude for the blessings of the Almighty, let us pray for the people of Kashmir and Palestine, who have lost their loved ones, who are oppressed and oppressed. do it"
303,303,"Over 740 unarmed PTI workers have been arrested from ICT, Lahore & across Punjab. These are poor ppl, many daily wage earners. Cabal of crooks has no respect for sanctity of Holy month of Ramazan when ppl want to have security to fast & pray. Demand immed release of our workers."
304,304,The rains have once again exposed the reality of the 14-year corrupt rule of Zardari and the family in Sindh. This is a classic example of how corruption destroys governance. The money given to Karachi was diverted to fake accounts or invested in properties in Dubai. Now it is necessary
305,305,"A formal judicial inquiry should be conducted to verify their own statements and evidence from other sources. We have descended into a level of brutality at the hands of the powerful classes against those who dare to criticize and expose wrongdoing, which is unimaginable in any civilized society."
306,306,"Interested only in saving its looted wealth through NRO2, this fascist govt of cabal of crooks & their backers are willing to harm the interests of Pakistan simply out of fear of PTI's soaring popularity. Utterly callous & unacceptable. #EnoughlsEnough"
307,307,"Thank you to the people of Chakwal for coming out in record numbers to attend my real Azadi Jalsa! I have asked my nation to throw away the idol of fear through which this imported government of criminals (60% cabinet members are on bail) dreams of enslaving us. Our nation is ready, Masha'Allah!"
308,308,"Tomorrow I will be leading a rally after Maghrib, from China chowk to F9 Park, in support of Dr Gill & in protest against the torture inflicted on him. We will also be protesting against muzzling of Ary simply bec Ary didn't toe the official line & gave coverage to our narrative."
309,309,"The Centers have been awarded the Gold Seal of Joint Commission International, a symbol of excellence in the delivery of health facilities globally. .In these millions of donors and supporters"
310,310,"It is a sign of the mismanagement of the economy in the hands of the corrupt, incompetent import government that with the recent increase in the prices of diesel + petrol and the reduction of 33 rupees, the dollar reached 262.6 rupees and deceived the people + the salaried class. Is"
311,311,The historic Round Table Conference London 1930 with both Quaid i Azam & Allama Iqbal present. The picture is pride of my family bec my grandfather's brother Mohammad Zaman Khan (after whom Zaman Park was named) & my khaloo Jahangir Khan were also present (2nd & 3rd from left).
312,312,"unshackled from an inferiority complex, they soar above humanity as the great Iqbal envisaged in the concept of his Shaheen."
313,313,Above all they have given themselves immunity from their corruption cases worth 1100 billion.
314,314,"in support of my message of justice, freedom & national sovereignty. When we are so close to our goal no fear or threat of death can stop my struggle. Our peaceful.protests & dialogue are only for Pakistan's Haqeeqi Azadi."
315,315,My team of lawyers led by Fasih U Din filed demand notice to Geo and Mir Shakeel in USA. Disinformation and Fake News culture of GEO and it’s handlers will be dealt with in courts.
316,316,Thank you Faisalabad.
317,317,"I congratulate Mohsin Laghari, Mainalghari, PTI workers and the voters of NA-193 for their strong victory despite the nexus between the government machinery, neutrals and ECP against Tehreek-e-Insaf. I am afraid that this will instill more fear in PDM and its patrons. So expect extraordinary pressure on SC judges!"
318,318,I strongly condemn the illegal arrest of Shahbaz Gul just to scare the people and rig the election. These fascist tactics will not prove effective nor will our people refrain from exercising their right to vote. The guardians of the imported government should realize the damage they are causing to our nation.
319,319,No force can fetter this idea and idea whose time has come (now)!
320,320,Aerial views of Mount Keto! How many people inside and outside the country realize that we live on one of the most diverse Earths in the world with 12 climate zones.
321,321,"If one wants to understand why Pakistan's economy is on the brink of collapse, just two incidents are enough. 75-year-old Senator Azam Swati was subjected to torture in custody, he was beaten in front of his grandchildren, a part of his house was torn down and locks were forcibly installed."
322,322,Today mashaAllah great reception at Ghakkar Mandi for our Haqeeqi Azadi March. What I am witnessing on the GT Road I now have no doubt that Pindi and Islamabad will break all records of public gatherings in Pakistan.
323,323,"Imran Riaz was kept in a cage, where civilised countries would not even allow animals to be kept.Poisoning also suspected.All those responsible shd be ashamed. Rather than scaring ppl of Pak into silence,this only adds to ppl's anger against this cabal of crooks & their handlers."
324,324,The law of the jungle now prevails where might is right & the Constitution & law of the land have been totally subjugated by the Pharaohs of today.
325,325,Active and lively Kashmiri people's cheerful life and passion for life have fallen due to India's brutal oppression and domination in occupied Jammu and Kashmir. Human beings flourish only in free societies. standing up
326,326,Tonight will be our 6th jalsa at Minar i  Pakistan & my heart tells me it will break all records.I am inviting everyone in Lahore to attend after Tarawih prayers.I will give my vision of Haqeeqi Azadi & how we will pull Pak out of the mess cabal of crooks have put our country in.
327,327,We really appreciate Allama Raja Nasir Abbas & MWM for standing with us in our Jail Bharo tehreek and especially to offer himself for arrest tomorrow in Rawalpindi.
328,328,"I have 2 Qs on this: 1. On what info has 
@POTUS
 reached this unwarranted conclusion on our nuclear capability when, having been PM, I know we have one of the most secure nuclear command & control systems? 2. Unlike the US which has been involved in wars"
329,329,"I wish Qatar all the best for the successful organization of the Football World Cup, which is starting today. This is the first time that a Muslim country is hosting this world's biggest sports competition. Our best wishes and feelings to all participating teams!"
330,330,"When will our Judiciary wake up to stop custodial torture, which is not only a violation of our Constitution but also our international legal obligation as Pakistan is State Party to International Convention Against Torture (CAT)."
331,331,Who tortured Gill? There is a general perception in the public at large & in our minds too as to who could have carried out the gruesome torture. Remember the public will react. We will leave no stone unturned to find out those responsible & bring them to justice.
332,332,"After our workers & ldrship faced police onslaught since yesterday morning of tear gas, cannons with chemical water, rubber bullets & live bullets this morning; we now have Rangers taking over & are now in direct confrontation with the people. My question to the Establishment,"
333,333,"When the rule of law becomes a means of protecting their fundamental rights and they rid themselves of the feeling of inferiority, they rise above the general human beings, which we get a glimpse of in Mr. Iqbal's image of Shaheen."
334,334,"I strongly condemn the blocking of Punjab health card scheme which was a blessing for the vast majority of the population, especially given the crushing inflation eating into their earnings."
335,335,I am inviting every citizen to join us in the rally and raise their voice in protest (against brutality).
336,336,"The core of every civilization is its spiritual principles; when they die, the civilization dies. Understanding the PTI ideology."
337,337,Strongly condemn the suicide terrorist attack in Islamabad today. Salute the brave police officer who was martyred saving lives & greater destruction. The law & order situation is deteriorating rapidly across the country reflecting total failure of Imported govt & intel agencies.
338,338,Our real freedom march is passing through Gujranwala. We are moving towards a revolution that is continuously increasing with the participation of the people. The nation is sending a clear message of support to our call for true freedom.
339,339,"There can be no democracy without rule of law; & a strong, independent, credible judicial system ensures rule of law & safeguards Constitution.The nation appreciates LHC decision on elections & stands behind Judiciary for upholding Constitution & restoring hope in judicial system"
340,340,"bec the present Imported govt is seen as a mere puppet govt. One had hoped the new mly ldrship would have immed disassociated from the 8 mths of Bajwa's fascist actions against PTI, the media & critical journalists. The 74 yr old heart patient Senator Swati must be released immed"
341,341,"I strongly condemn the illegal imprisonment of a poor Baloch woman and her children in the private prison of provincial minister Sardar Abdul Rahman Kethran in Khetran area of ​​Balochistan, they were subjected to physical violence and killed. Immediate action should be taken against this law of the jungle!"
342,342,We welcome this development. My govt had taken an initiative to bring KSA & Iran together for dialogue as part of our policy of wider engagement for peace & for unity of the Ummah. We appreciate China's role in this diplomatic breakthrough.
343,343,"On behalf of the nation, I express my prayers and best wishes for Babar Azam and his team. All we expect from you is to compete till the last ball!"
344,344,"I strongly condemn the fascist Modi government's torture of Kashmiri leader Yasin Malik in Tahar Jail and forcing him to go on a hunger strike. His life is in great danger. I request UNHCHR, UNSG and international human rights organizations to take action and save the lives of the country."
345,345,Saddened to learn of the passing of famous actor Qavi Khan. My prayers & condolences go to his family.
346,346,"Our jalsa at Minar-i-Pakistan last night. Despite all the blockades, people came in huge numbers. They have broken their shackles of fear to move forward in our movement for Haqeeqi Azadi & Rule of Law."
347,347,"Isn't destruction of our democracy, Constitution & nation's morality a fit case for Suo Moto action? Are the ""Neutrals"" not realising how our beloved country is literally being destroyed on all fronts by the Imported govt brought in through US regime change conspiracy?"
348,348,"It is now clear that, despite my having gotten bail in all my cases, the PDM govt intends to arrest me. Despite knowing their malafide intentions, I am proceeding to Islamabad & the court bec I believe in rule of law. But ill intent of this cabal of crooks shd be clear to all."
349,349,And millions of people got a message of hope. We intend to breathe new life into this program as soon as we step into the government.
350,350,"I strongly condemn the physical violence done to Shahbaz Gill. Under which law and under whose orders is he being persecuted? If he has broken any law, he should be given an opportunity to come clean. But just to save the imported government of criminals, the constitution and all laws are being violated brazenly."
351,351,Bol News strongly condemns the arrest of Bureau Chief of Islamabad Siddique Jan. Now anyone who has the possibility of sympathizing with Tehreek-e-Insaf is being targeted brazenly. All were targeted for revenge
352,352,"The axis and center of every civilization are its spiritual and inner principles. When these principles die, the death of civilization actually occurs. This article is a service for the understanding of the theory of Tehreek Insaaf!"
353,353,Wishing all our Christian citizens a very happy Chrstmas.
354,354,"Strongly condemn arrest of Sh Rasheed.Never in our history have we had such a biased, vindictive Caretaker govt appt by totally discredited ECP. Question is can Pak afford a street movement which we are being pushed towards at a time when we have been bankrupted by Imported Govt?"
355,355,Imported govt is so fearful of the nation rising in support of my message of Haqiqi Azadi that they are imposing complete blackout of my speeches not only from mainstream media but also by blocking YouTube. Digital censorship hurts entire IT sector & damages Pak's image globally.
356,356,lndian lobby he is also ready to bury the Kashmiri freedom struggle in which over 100k Kashmiris have given their lives.
357,357,The only way forward from here is to hold fair & free elections under a credible ECP. Any other path will only lead to greater political uncertainty & further economic chaos.
358,358,"What can be the future of this country on which criminals are imposed as rulers. Shehbaz Sharif was about to be found guilty by NAB in money laundering of 8 billion and corruption of 16 billion by FIA when General Bajwa, who suffered the delay of proceedings in NAB cases, saved him. The man was on trial when"
359,359,I request the Chief Justice of Islamabad High Court to intervene and issue orders for the release of these three youths.
360,360,"I strongly condemn the government's efforts to suppress our voice through PEMRA (an illegal ban on TV channels) contrary to court orders. To increase pressure on the media, PEMRA has sent another notice to TV channels alleging violation of its earlier notice. On the rise!"
361,361,"And being a non-political woman, she was alone at home. This was a clear violation of the Islamic principle of the sanctity of the cloak and four walls. I am immediately raising this issue of contempt of court, violation of the sanctity of my home, violence against my workers and domestic servants before my judiciary."
362,362,Very concerned about Shahbaz Gill being sent into police remand again. He is in a fragile state of mental & physical health because of the torture inflicted on him when he was abducted & taken to undisclosed location & then again at the police station. This is part of conspiracy
363,363,Strongly condemn illegal arrest of Shahbaz Gill simply to try & rig elections & spread fear in ppl. These fascist tactics will not work & our ppl will not be deterred from exercising their right to vote. Handlers of Imported govt should realise damage they are doing to our nation
364,364,Zardari and Sharif mafia have brought the country to its knees politically and economically in just a little more than 3 months to save their illegal wealth collected from the looting of Pakistan in a period of more than 30 years. My question is this. How long will the state institutions continue to allow it?
365,365,"I request the Chief Justice of Pakistan to take notice of the text and contents of this letter. Unfortunately, due to the non-interference of our honorable judiciary, Senator Azam Swati is already being subjected to the worst violations of human rights."
366,366,"Enough is enough. Yesterday Geo & Khanzada supported by Handlers slandered me through a baseless story cooked up by a known fraudster & internationally wanted criminal. I have spoken to my lawyers & I plan to sue Geo, Khanzada & the fraudster not only in Pak but also in UK & UAE."
367,367,Saddened to learn that Brig. Mustafa Kamal Burki lost his life in a terrorist ambush. My condolences and prayers go to the family.
368,368,"Delaying or not holding elections acc to the Constitutional scheme breaches the very foundation of the State. 
Today, the nation is looking up to the Judiciary to safeguard the Constitution  & the only way forward is elections within the Constitutionally prescribed 90 days."
369,369,Today I am calling all our people to come out in peaceful public protest against CEC & ECP in F9 Park at 6 pm. I will be addressing the gathering between 7:00 - 7:30 pm.
370,370,They want to instigate the conflict by entering more false papers and postponing the election. What is the justification for the implementation of Section 144 against political activities after the announcement of the election schedule?
371,371,What have we left behind and how the imported government imposed by the conspiracy of the change government has ruined the economy!
372,372,"In spite of water filling in the field and flood situation in the meeting hall, people came out in large numbers to participate in our Sahiwal Jalsa and remained standing in standing water from 6 inches to one foot."
373,373,"Even my car, which was parked nearby and had no occupants, was attacked and its windows were broken. This simple fascism is being resorted to to intimidate the people/citizens who support Tehreek-e-Insaaf on the pat of neutrals and the IG Islamabad."
374,374,"First Central Business District of Pakistan
@CBDPunjab
 There will be a capacity of more than 100 vertical buildings and will contribute more than 600 billion to the national economy. In view of the future of vertical construction, ground work will be started in Lahore's Main Boulevard in October 2022, which will give a new look to the entire infrastructure of the surrounding area."
375,375,I want to thank the Pakistani Physicians for their support at a very critical time in Pakistan's history.
