,Unnamed: 0,Tweets,Unnamed: 2,Unnamed: 3,Unnamed: 4
199,200,"Honoured to host our players & athletes who made the country proud by winning various medals in the Commonwealth Games. Their hard work & devotion was exemplary. Today I also announced the revival of the departmental sports, which was a long-standing demand.",,,
200,201,"Today, while meeting the flood victims of Khyber Pakhtunkhwa, I assured them of the government's full cooperation in their rehabilitation. Belonging to any political party or region, rehabilitation and service to flood victims is our national mission. Pakistan is our country which we have to serve together. God willing",,,
201,202,"Deeply grieved at the passing of Her Majesty Queen Elizabeth II. Pakistan joins the UK & other Commonwealth nations in mourning her death. My heartfelt condolences to the Royal Family, people & government of the UK. 
@10DowningStreet
 @RoyalFamily",,,
202,203,"Deeply grieved at passing of prominent Kashmiri leader Altaf Shah, son-in-law of Syed Ali Geelani, while in Indian captivity. Modi regime denied him treatment despite knowing he was cancer patient. Custodial killings are norm in Modi's India. My condolences to the bereaved family",,,
203,204,"The 27th of October is observed as Black Day when India illegally, immorally & forcibly occupied Jammu & Kashmir in 1947. This Day is a testament to Kashmiris' legendary courage & resilience they have shown in standing up to the Indian occupation forces over the last 75 years. /1",,,
204,205,"In my address at Resilient Pakistan Conference, I outlined recovery, rehabilitation & reconstruction needs of Pakistan over medium to long terms. I explained how flood ravages have caused learning, health & infrastructure losses. I alerted world to spectre of food insecurity.",,,
205,206,"I direct the Muslim League (N) workers to donate blood to save the lives of those injured in the suicide attack, especially the people with 'O-Negative' blood, students and party workers are appealed to immediately. Reach Lady Reading Hospital, Peshawar and contribute to saving precious human lives.",,,
206,207,"Today we acknowledge, applaud & pay tribute to our women for their heroic struggle & incredible contribution to society. The odds could not have been heavier but their resolve to navigate through them is what gives us hope in the future..

 1/2",,,
207,208,"In the following tweets, I explain the rationale behind the announcement of 10% super tax on the affluent people.",,,
208,209,"Yesterday ISI Officer Naveed Sadiq came to pay homage to the family of Shaheed on behalf of himself and the nation. Of course, it is thanks to the martyrs of the country like Naveed Sadiq and Nasir Abbas Shaheed that the nefarious intentions of elements hostile to Pakistan were crushed. The nation will always be grateful to its martyrs and their families",,,
209,210,"Highly grateful to H.E. President Xi Jinping  for Chinese assistance package of RMB 400 million, up from initial RMB 100 million, for flood victims in Pakistan. This is a reflection of our unique bond of friendship. This support will help provide much needed relief to the people.",,,
210,211,"Polio is a deadly virus that threatens not just life but also the future of our children. It is regrettable that we have not fully eliminated it so far. Polio campaign starting today aims to target 25 most vulnerable districts. Let us make it a success& defeat polio, once for all",,,
211,212,"The investigation report of the reliable international organization Financial Times is a serious indictment against Imran Niazi, which has exposed the facts of foreign funding of PTI, remittance of illegal huge amounts. The concrete facts stated in the report are telling that Imran Niazi is a figure of lies, contradictions and hypocrisy.",,,
212,213,"According to my promise to the people, the coalition government has immediately transferred the benefits of the reduction in oil prices in the world market to the people. I believe in always speaking the truth to people.",,,
213,214,#COP27 being held in Egypt can be a watershed in humanity's fight against climate change & global warming. Extreme climatic events in Pakistan & Horn of Africa this year have showcased globalisation of climate change. Turning a blind eye to its lethal effects will be criminal.1/3,,,
214,215,The whole nation comes together today in paying homage to our martyrs & Ghazis who put their lives on the line to defend the motherland against the Indian aggression. Together our armed forces & people thwarted the Indian machinations to undermine our territorial integrity.,,,
215,216,Our government stands firmly behind Roshan Digital Account scheme. Happy that yesterday State Bank received $57 million the largest inflow in a day ever. We have now crossed $4.5 billion in total deposits. I thank overseas Pakistanis for reposing their trust in the motherland.,,,
216,217,"I extend my profound gratitude to His Excellency Syed Ebrahim Raisi, President of Islamic Republic of Iran  , for his message of support and solidarity to the government and people of Pakistan . We gratefully acknowledge his offer of support at this difficult hour.",,,
217,218,"It is important to understand the context of this visit. After the corona epidemic, the world is moving from economic slowdown to recovery. Geopolitical tensions have affected supply and demand and rising energy and food prices have added to the problems. Common challenges require finding new ways to collaborate.",,,
218,219,Deeply grieved over martyrdom of Lt Col Laiq Baig Mirza in Balochistan. Our law enforcement agencies will hunt down all those who perpetrated this heinous crime & bring them to justice. My thoughts & prayers are with bereaved family. Nation grieves with them & shares their sorrow,,,
219,220,Terrorists want to spread fear and panic among people through heinous acts and nullify our achievements of great sacrifices against terrorism and extremism. My message to all political forces is to unite against the enemies of Pakistan. We will fight our political quarrels later.,,,
220,221,"True public service is serving the people and making their lives easy

Well done, Saad Rafique ",,,
221,222,"At Asia-Pacific ICT Awards, I made a case for digital empowerment of our youth. In an age defined by technological disruption, our youth needs to focus on big  ideas. Our current IT exports have a potential of billions of dollars. Govt is taking steps to enhance our exports.",,,
222,223,Mir Balakh Sher Mazari was a veteran Baloch politician who played leading role in the country's politics. Our national politics is poorer with his death. He belonged to a breed of public servants who believe in values & principles. My heartfelt condolences to his family & friends,,,
223,224,"#COP27 needs to recognize the loss and damage experienced by Pakistan and it needs to define a clear roadmap to deal with it, 
@antonioguterres
 said today in a joint press encounter with 
@CMShehbaz
. 
https://un.org/sg/en/content/sg/press-encounter/2022-11-07/un-secretary-generals-remarks-joint-press-encounter-prime-minister-of-pakistan-shehbaz-sharif…",,,
224,225,"I urged the world to wake up to the defining challenge of climate change in terms of translating commitments into real-life outcomes. This calls for a transformational shift in flow of capacities, finances and technology to deal a decisive blow to the challenge of climate change.",,,
225,226,Saddened and saddened by the loss of 19 precious lives as a result of the boat capsizing accident in the Indus River near Rahim Yar Khan. We pray to Allah Almighty to grant the deceased a place in His mercy and grant patience to the affected families.,,,
226,227,"Keeping in mind our resources, all of us Pakistanis have to ensure energy saving and effective and efficient use. Today, the government has started the implementation of the energy saving plan with detailed consultation. We have to change our behavior in every sphere of life to make the energy saving plan successful.",,,
227,228,". Give a clear verdict against those who lie, take away the facility of 100 units of free electricity.",,,
228,229,"During my recent visit to Gwadar, I realized how the PTI government has harmed the people of Gwadar. Besides wasting billions of rupees and precious time, the previous government failed to complete a single project for electricity/water for the local people of Gwadar who sacrificed for the construction of the port.",,,
229,230,"Government has taken this decision for the purpose of poverty alleviation. We have asked our affluent segment of society to fulfil the national duty by sharing the burden, for it is the poor who have always borne the brunt & rendered sacrifices for the country.",,,
230,231,"I thank H.E. Mr. 
@alexanderdecroo
, Prime Minister of Belgium , for sending humanitarian assistance to support the flood victims in Pakistan. At the moment, Pakistanis are fighting one of the world gravest natural calamities & need the international community to stand by them.",,,
231,232,This is the first budget that contains the plan for revival of the economy. The hard decisions we have taken will enable the country to overcome the economic crisis. The government has tried its best to place minimum burden on lower income & salaried class.,,,
232,233,My discussions with Chinese leadership will focus on revitalization of CPEC among many other things. 2nd phase of CPEC promises to usher in a new era of socio-economic progress that will uplift quality of our people's lives. There is a lot to learn from Chinese economic miracle.,,,
233,234,"In my speech at CHS-SCO today in Samarkand, I asked member countries to renew their search for regional solutions to problems that threaten to undermine our shared peace & development. Building a wall against climate change is one such imperative that we ignore at our own peril.",,,
234,235,"Today, on the occasion of Navy Day, the entire nation pays tribute to the sacrifices made by the Pakistan Navy to protect the maritime borders of Pakistan. The Indian port of Dwarka was captured during the Ghazi Submarine War.",,,
235,236,"When the coalition government got into power, it had 2 paths open to it; whether to go for elections & leave the economy broken or address the economic challenges first. We opted to save Pakistan from economic quagmire even if it involved political risks. We put Pakistan first.",,,
236,237,"Special thanks to our agiculturalists, captains of commerce, trade and industry, IT and finance experts for their active participation & proposals. Pre-budget Business Conference was perfect platform for a candid exchange of views on the economic challenges & the way forward. ",,,
237,238,"I extend my congratulations to H.E. Luiz Inácio Lula da Silva 
@LulaOficial
 on his election as President of Brazil. I wish him great success & look forward to working with him to enhance bilateral relations b/wour two countries. We share consensus on the dangers of climate change.",,,
238,239,"We have reached out to donors, friendly countries & international financial institutions for assistance to respond to the scale of flood calamity. I will be meeting Islamabad-based ambassadors & high commissioners tomorrow to apprise them of nature of challenge & need for help.",,,
239,240,"There was deep sorrow and grief over the martyrdom of 9 army men in a car accident in Bagh. We pray to Allah Almighty to raise the ranks of the martyrs and give the bereaved patience. The entire nation, including the young men who laid down their lives for the sake of the country's survival and their brave families, pays homage to me.",,,
240,241,"Alhamdulillah!
Pakistan has got great success in the Geneva conference with the prayers of the nation.",,,
241,242,"Today, the Sikh community around the world, including Pakistan, is celebrating the 553rd birth anniversary of Baba Guru Nanak Dev. Baba Guru Nanak's life and his teachings teach brotherhood and peace. I welcome the Sikh pilgrims from all over the world on this holy day and hope that Pakistan I will have a great stay",,,
242,243,"Heartiest felicitations to H.E. 
@azpresident
 Ilham & brotherly people of Azerbaijan on their ‘Victory Day’, which signifies resilience, courage & national cohesion. May the commemoration of this Day usher in an era of lasting peace and prosperity in the Caucasus region.  ",,,
243,244,"The constitution has delegated state powers to parliament, administration and judiciary. The constitution has mandated all the institutions to work within the specified limits. No institution can interfere with the authority of another. There will be no compromise on the supremacy of the Constitution and Parliament.",,,
244,245,"On behalf of people & govt of Pakistan, I wish to extend our felicitations to King Salman bin Abdulaziz, HRH Crown Prince Mohammed bin Salman & people of Saudi Arabia on their Founding Day. The Day celebrates KSA’s rich history & culture & highlights its remarkable transformation",,,
245,246,"Grateful for Czech Republic PM 
@P_fiala
's message of support for the flood-stricken people of Pakistan. We appreciate  solidarity in this difficult time and look forward to support at the European Union .",,,
246,247,Thank you to the European Union for its commitment of $97 million for Pakistan's flood-affectees. The multifaceted relations between Pakistan & EU have grown over the decades. EU continues to remain one of Pakistan's largest trading & development partners & export destination.,,,
247,248,"Hepatitis has been affecting the whole world including Pakistan for decades. Pledge on World Hepatitis Day that we will reduce this risk through screening, vaccination and preventive measures. For its complete elimination from Pakistan by 2030, provincial governments and all stakeholders should create public awareness about its symptoms and prevalence.",,,
248,249,"I am convinced more than ever before that development of Pakistan is linked with peace, stability & progress of Balochistan. The coalition govt aims to assist Balochistan by working with the provincial govt & local elders to chart the way forward.",,,
249,250,"During my visit to Quetta today, I listened to diverse opinions and views of all stakeholders. The path to development passes through the hearts & minds of people. Mere development will be meaningless if people's genuine grievances are not addressed.",,,
250,251,"I am greatly thankful to my brother His Highness Sheikh 
@MohamedBinZayed
 for his message of condolences on the loss of precious lives in the flash floods. His words of comfort & support mean a lot to us at this time monumental challenge. We acknowledge his offer of support.  ",,,
251,252,"Peace & development in South Asia are linked to resolution of Kashmir dispute. On Right to Self-determination Day today, I call upon global community to play its part in giving Kashmiris of IIOJK their legal right to decide their destiny. India must reverse its actions of Aug 5.",,,
252,253,"We salute the brave and dutiful sons of the nation who saved the lives of the sisters, brothers and children of Turkey during the earthquake disaster, working day and night with the spirit of humanity. A proud and heartwarming sight of Rescue 1122's team returning home after completing the rescue operation in Turkey.",,,
253,254,We are grateful to His Highness Crown Prince Mohammed Bin Salman for ordering relief goods for the flood victims in Pakistan. Pakistan and Saudi Arabia  are bound in a relationship of love. This assistance is a sign that we feel each othter's pain.,,,
254,255,"In light of the outcomes of the Pre-Budget Business Conference, I have decided to form various task forces consisting of experts & professionals belonging to IT, export, agriculture, finance sectors & food security to finalise the proposals for fast-paced implementation.",,,
255,256,Saddened by the news of the loss of precious lives & ravages caused by a cyclone in Bangladesh. I convey our deepest condolences & most sincere sympathies to the government and the people of Bangladesh. Our thoughts & prayers are with the bereaved families.,,,
256,257,"Thank you to Prime Minister Justin Trudeau 
@JustinTrudeau
 for his thoughts & sympathies on the loss of precious lives & unprecedented devastation in Pakistan. Canada has been a great friend & we are grateful that the Canadian govt is taking steps to support the flood victims.",,,
257,258,"Every year, 16th December reminds the whole nation of the pain and sorrow when the Dhashgurds narrated the atrocities in APS Peshawar. Even after years, it is sad that it is not forgotten. Today is the day to pay tribute to the martyrs of APS tragedy and share the grief of their families. The Pakistani nation will never forget the sacrifices of its martyrs.",,,
258,259,"Government has decided to expand the ongoing rescue & relief efforts for Türkiye into a countrywide campaign. We will enlist the support of business community, religious scholars & educational institutions. Pakistan will continue to stand by Türkiye in this difficult hour.",,,
259,260,"Pakistan thanks Angelina Jolie, a special UN envoy, and other unsung heroes for becoming the voice of millions of people whose lives & livelihoods have been destroyed by raging floodwaters. We will forever remember their empathy & compassion for suffering humanity.",,,
260,261,"On behalf of the people & government of Pakistan, I wish to convey our sincere good wishes to His Majesty King Charles III on his accession to the throne. May the people of the United Kingdom continue to prosper under his benevolent reign 
@RoyalFamily
 @ClarenceHouse",,,
261,262,"Mirchi Maa Quetta-Wati-Tar, Tab-Wahd-Man-Oud-Mardmani-Hyal-Lyka-Gosh-Dast-Ant.-Dimru-Kishk-Madam-Lis-Mahluk-Dil-Hyalani-Teha-Cha-Guzayat. Hishkeen Dimervi Hitchkar-Nayet Dan Mardamani Rastan Jeerhani Geshwari King Meh Bait.",,,
262,263,I urge the Election Commission of Pakistan to announce long-delayed judgment on PTI foreign funding case. For long has Imran Niazi been given a free pass despite his repeated & shameless attacks on state institutions. Impunity given to him has hurt the country.,,,
263,264,"India has unleashed its brute & oppressive state apparatus to browbeat Indian Muslims into submission. The whole plan is to further marginalise them politically, economically & culturally. The reality of India's ""democratic face"" is before the world to see.",,,
264,265,"The establishment of loss & damage fund at the UN climate summit is the first pivotal step towards the goal of climate justice. It is up to the transitional committee to build on the historic development. I appreciate 
@sherryrehman
 & her team for their contribution & hard work.",,,
265,266,"I have just been informed that Pakistani citizen Mudassar Sultan @Asmi_Malik_ has passed away in Saudi Arabia. May Allah grant him a place in Jannat al-Firdous and give patience to his family. He was a valuable asset of the party.
Instructions have been issued to the Pakistani embassy to bring his dead body to Pakistan",,,
266,267,Let us turn Pakistan  into a country where difference of opinion is not treated as an act of enmity, where criticism is faced with courage, where public service delivery is the definition of politics, where women are treated with respect & the rights of minorities are protected
267,268,"Your vote is your power. Reject the politics of chaos, hatred and division with this power. One person's ego, style of politics and incompetence have ruined the beauty of our society. Cast your vote for national development and bright future of your children. I have full faith in your power of choice.",,,
268,269,د خېبرپښتونخوا سېلاب ځپلو سيمو ته د خپل سفر په مهال، ما خلکو ته ډاډ ورکړ چې حکومت به تر هغه وخته پورې د دوی په خدمت کې حاضر وي تر څو چې دوی خپل کورونو تہ واپس نه شی. مهمه نده چې موږ د کوم سیاسي ګوند سره تعلق لرو، ټول صوبايي او وفاقي حکومتونه به دی خلکو سره د مرستې لپاره کار وکړي.,,,
269,270,"austerity measures that begin with the cabinet members voluntarily surrendering their pays, perks & privileges will save the exchequer an amount of Rs. 200 billion annually. I am grateful to all coalition partners for their support. Will personally supervise the implementation",,,
270,271,Islam attaches great importance to the rights of workers. Its economic system is egalitarian & teaches us to leave no one behind. Real democracy lies in empowering workers economically. My govt is committed to raising their standard of living & honouring the dignity of their work,,,
271,272,"The Quaid-i-Azam single-handedly changed the course of history through his sheer will power, clarity of thought & unwavering struggle. Commitment to constitutionalism marked his leadership. His motto of unity, faith & discipline continues to serve as a clarion call for the nation",,,
272,273,"Today, Eid Day is more than a special day, a special occasion, an unprecedented unity and unity. Today is not a day to hug, it is a day to unite the nation and smile together. My heartfelt Eid greetings to all Pakistanis and all Muslims living in the world of Islam",,,
273,274,"Pakistan Climate Council has been tasked to synergise efforts for fashioning an effective national strategy on climate change. Coordinating with all stakeholders, the Council will work on the various facets of climate change such as mitigation, adaption & climate finance.",,,
274,275,"It was great to host England & Pakistan cricket teams at the PM House this evening. Cricket is a shared passion that binds our two countries in a close relationship. Congratulations to England for winning the first Test, but the true winner was the glorious game itself.",,,
275,276,"During my visit to Kalam, as promised to the flood victims and local and international tourists stranded in Kalam, today the road from Bahrain to Kalam has been restored and opened for traffic. FWO, NHA and 11 Corps officials are commendable for maintaining the road on priority basis despite difficult conditions.",,,
276,277,"The flood caused severe damage to the electricity system in Balochistan, Sindh and Khyber Pakhtunkhwa. Providing electricity to the affected areas was certainly a big challenge. I especially congratulate Secretary Power Division Rashid Langriyal and his team who worked day and night to ensure the restoration of power.",,,
277,278,"Extremely delighted to receive my brother His Highness Sheikh Mohamed Bin Zayed 
@MohamedBinZayed
 on his arrival in Pakistan, which is his second home. Building on our last meeting, we discussed ways & means to further strengthen our brotherly relations.",,,
278,279,"Amid economic difficulties, the expression of solidarity & sharing the burden is the governing spirit of austerity measures of our government. It is leadership by personal example. It is through collective efforts that the country can be rid of the present challenging phase. 1/2",,,
279,280,"The misleading speculations about Pakistan's nuclear & missile program are unfortunate. The stringent, fool-proof & multi-layered security safeguards, duly testified by IAEA, are in place. Our nuclear program represents the unwavering consensus of the nation & is for deterrence.",,,
280,281,"Today we lauded the efforts of various ministries, experts & unsung heroes who contributed immensely to realising the 30-year-old dream of the loss & damage fund. Pakistan ably led the Global South in crafting a consensus towards climate justice. The journey has only begun. 1/2",,,
281,282,First consignment of relief goods for the flood affectees has reached Afghanistan to be followed by more relief measures. Pakistan will continue to stand by Afghan brothers & sisters through thick & thin. International community shouldn't forget Afghan people in this hour of need,,,
282,283,Resurgence in terrorism poses a renewed threat to our national security. Our valiant security forces are fully capable of dealing with this threat. I pay rich tributes to our brave sons of the soil who took part in Bannu operation. May Allah accept the sacrifices of our martyrs,,,
283,284,"Today marks the launch of Pakistan's very first Digital Census’23. This transparent system of data collection will feed into informed decision-making, future planning & efficient utilisation of resources. Congrats to all the organisations for designing this system indigenously.",,,
284,285,"Attended a photo exhibition a little earlier with UN Global Communication head in the UN HQ. These photos tell a tale of misery, pain & anguish that 33 million people of Pakistan are experiencing for no fault of theirs. Our story needs a sympathetic hearing.",,,
285,286,Government has increased funding for Benazir Income Support Program. Benazir scholarship program has been extended to ten million students.,,,
286,287,Leaving for Geneva today to co-host International Conference on Resilient Pakistan along with UN Secretary General. Will take the opportunity to present the case of flood victims before the world. I will also throw light on steps my govt has taken for relief & rehabilitation. 1/3,,,
287,288,Off to Egypt to attend #COP27,,,
288,289,"Deeply saddened to learn about the passing of Fahd Husain's father, Brig. (r ) Javed Husain. I extend my heartfelt condolences and most sincere sympathies to the bereaved family & pray to Allah Almighty to rest the departed soul in peace. Ameen",,,
289,290,"Strongly condemn the assassination of respected Al-Jazeera journalist, Shireen Abu Akleh, at the hands of Israeli forces. Silencing voices of those who tell stories of oppressed people is part of a deliberate strategy employed by Israel & India in Palestine & Occupied Kashmir.",,,
290,291,"Mir Ali, North Waziristan, the entire nation is saddened and saddened by the martyrdom of 4 soldiers in a suicide attack. We pray to Allah Almighty to accept the sacrifices of these martyrs for the defense and peace of the country and grant patience to their survivors. The martyrs are the crown of our heads.",,,
291,292,"Today, on September 7, the entire nation is celebrating Air Force Day. The defenders of Pakistan's free skies have always convinced the enemy that those who look at the motherland with an evil eye will always have to eat their mouths. The entire nation, including me, pays tribute to the martyrs and veterans of the September 1965 war",,,
292,293,Sharing my thoughts on how we aim to shield financially weaker citizens from economic hardships by having financially stronger people contribute more to national treasure through taxes:,,,
293,294,"I have full confidence that with the strength of our faith, unity and brotherhood, we will bring such discipline in our ranks that we will soon achieve the goal of a great Pakistan by overcoming all the challenges, not just floods and economic difficulties. The path is certainly difficult, but the destination is not impossible at all.",,,
294,295,"Just concluded a very exhausitive session with the national media bodies in which they were briefed about the scale of flood calamity, current status of rescue & relief efforts & the upcoming challenge of rehabilitation. My talk on the occasion primarily consisted of two points.",,,
295,296,Pakistan sincerely thanks HRH Crown Prince Mohammed Bin Salman for Saudi Arabia's generous announcement of $1 billion @ Resilient Pakistan. We are immensely grateful for his decision to consider increasing Saudi investment up to $10 billion & deposits with SBP to $5 billion  ,,,
296,297,"Grateful to U.S. govt for the announcement of an additional $ 30 million in humanitarian assistance for flood victims. With the start of winter, challenges of food, health & shelter still persist. World should promptly contribute to UN aid appeal to mitigate the impact of tragedy",,,
297,298,Today is a black day for Indian democracy & its justice system. India can imprison Yasin Malik physically but it can never imprison idea of freedom he symbolises. Life imprisonment for valiant freedom fighter will provide fresh impetus to Kashmiris' right to self-determination.,,,
298,299,مع نهاية شهر رمضان المبارك أسأل الله للجميع قبوله، وبمناسبة عيد الفطر السعيد أرفع أسمى آيات التهاني والتبريكات، وأتمنى عيدًا سعيدًا ومباركًا على المسلمين في أنحاء العالم، وأهنئ زملائي القادة المسلمين، وأعيد التأكيد على عزم باكستان على تعزيز علاقاتنا الطويلة مع بلدانهم.,,,
299,300,"I congratulate the entire nation and the world of Islam on the beginning of Ramadan. This month teaches us self-accountability, responsible living and sacrifice. May Allah grant us the opportunity to benefit from the blessings of Ramadan. Happy fasting month to you all",,,
300,301,"I extend my heartiest felicitations to H.E. Anwar Ibrahim 
@anwaribrahim
 on taking oath of office as the Prime Minister of Malaysia. I look forward to working closely with him to further deepen the longstanding fraternal ties between our two friendly countries.",,,
301,302,We need the spirit of 1965 today as we deal with the devastation of historic floods and other problems. The unity of the nation is our greatest strength. Anyone who intends to break the bond of unity between the armed forces and the people cannot be a friend of Pakistan. Let's strengthen this relationship of unity of the nation.,,,
302,303,"Saddened by the passing of veteran journalist and president of Geo TV Imran Aslam. He belonged to a breed of journalists who made eminent contribution to the development of Pakistani journalism. I extend my heartfelt condolences to his family, friends & colleagues.",,,
303,304,"The audio tape that surfaced recently exposes Imran Khan’s hypocrisy & double standards. Contrary to his claims, he sought NRO to save himself & his govt. The fake story of foreign conspiracy was manufactured after all his efforts failed. His lies stand exposed.",,,
304,305,"The civilization of Sindh has been adding beauty not only to this region but also to the civilization of humanity since the last thousand years. Today is the foundation day of Bab al-Islam Sindh, a day to highlight the beauty of a federal unit in Pakistan. I congratulate all Sindhi brothers and sisters on this day.",,,
305,306,"As Pakistan grapples with the historic floods & other challenges, we need to summon the spirit of 1965. National unity is our greatest strength. Anyone intending to hurt the bond between our armed forces & people is not a friend of Pakistan. Let us fortify this bond of One Nation",,,
306,307,It was a pleasure to be at Pakistan Naval Academy Commissioning Parade as Chief Guest in Karachi. Our govt is committed to provide all resources necessary to strengthen Pakistan Navy.,,,
307,308,"In meetings with the business community, I will inform them about attractive investment opportunities in Pakistan, including renewable energy, food security, industrial and infrastructure development, tourism and hospitality.",,,
308,309,Climate crisis has severely threatened nations' capacity to achieve SDGs. Return to business-as-usual is out of question. World needs to employ vision & solidarity to transition to a sustainable future of hope. Darkness of disasters should be replaced by light of opportunity.,,,
309,310,Pakistan's economic security is deeply linked to its political stability. Time has come for political forces & all stakeholders to rise above their narrow interests & agree on Charter of Economy. Let this Charter b a sacred trust adhered to by all to ensure continuity of policies,,,
310,311,"I have directed to speed up the process of installing solar energy projects in the country to generate clean and low-cost electricity and reduce dependence on expensive imported fuels. Apart from the transfer of government buildings to solar energy, steps are being taken to promote its use at the private level as well.",,,
311,312,"I want to make it clear to the leader of this group that your dictation will not work. We want to hold transparent elections, but the elected house of 22 crore people will decide when to hold them.",,,
312,313,"Strongly condemn the killing of our Sikh citizens in Peshawar, KP. Pakistan belongs to all its people. Have ordered a high level inquiry to ascertain facts. The killers will be arrested & meted out exemplary punishment. My most sincere sympathies to the bereaved families.",,,
313,314,"With the passage of time, the difficulties of the flood victims are increasing and providing shelter to the homeless is a huge challenge this winter. I am extremely grateful to Menzies Aviation Group and SPARS Group for their donation of 100 houses for the victims in Tank.",,,
314,315,"Mindful of the financial difficulties of the employees in public sector, the government has given a raise of 15% & merger of ad hoc allowance in their basic pay.",,,
315,316,"I have directed for the Utility Stores network to be revamped & expanded across the country including the presentation of an expansion plan for Karachi in 2 weeks. Ministries of Finance, Industries & Poverty Alleviation will jointly work on reforming the system.",,,
316,317,"I congratulate the entire ummah, including the pilgrims who have the blessings of Hajj Akbar. I appeal to Allah Ta'ala for His mercy on humanity, especially Muslims, unity of the Ummah, development and happiness, relief from epidemics, freedom of Occupied Palestine and Kashmir and relief from the sufferings and sufferings of the oppressed humanity.",,,
317,318,Deeply touched by Palestinians' gesture of sending their Rapid Response & Rescue team to help flood victims in Pakistan. It is a reflection of a strong bond of love & brotherhood we have for each other. We will never forget this gesture. Grateful to President Mahmoud Abbas.  ,,,
318,319,"CPEC projects suffered delays in the past, which is criminal. No such behaviour will be tolerated now. Meeting timelines for Rashakai Special Economic Zone & other CPEC projects is essential. Focus, efficiency & delivery are the principles of our development policy.",,,
319,320,مننه بشام، مننه خیبر پختونخواہ,,,
320,321,"How the PM Shehbaz Sharif presented the case of Climate Justice for before the world in Samarkand, London and New York. For the Pakistanis who lost their health, wealth, lives and even their dreams to climate-induced floods.

#PMShehbazAtUNGA #UNGA #UNGA77",,,
321,322,Mufti Rafi Usmani Sahib was one of the best scholars and researchers in the world of Islam. He enlightened a scholar with the light of his knowledge. His death is a great tragedy for Pakistan and the world of Islam. May Allah grant them a place in His mercy. Amen,,,
322,323,Humanity is at an inflection point in world history. Our actions today will shape the resilient future for our succeeding generations. Millions of Pakistanis affected by unprecedented devastation look for compassion & solidarity to build back better. 3/3,,,
323,324,"As a first step of solarisation project, Government has decided to solarise all public buildings of Federal Ministries & Divisions across the country by April 2023. This revolutionary step will help reduce energy import bill & generate cheap & environment-friendly electricity 1/3",,,
324,325,"Natural disasters due to climate change and rising prices on the global market are threatening to further exacerbate the global shortage of nutritious food, which is already in short supply. Climate change is having a negative impact on our lives in many ways, including increasing global poverty and hunger.",,,
325,326,The 8th of October is one of the darkest days in our nation's history. It brings back the heart-wrenching memories of the earthquake of 2005. The massive loss of life our people suffered continues to sadden us to this day. May the departed souls rest in eternal peace! Ameen,,,
326,327,I extend my heartiest congratulations to His Highness Sheikh Tamim bin Hamad Al-Thani on the 9th anniversary of assuming reins of government. Qatar is making massive strides under his leadership & the bilateral relations between Pakistan & Qatar remain excellent.,,,
327,328,Government has reduced tax on import and distribution of solar panels to ZERO.,,,
328,329,"My felicitations to Mr. Bola Ahmed Tinubu 
@officialABAT
 on his victory in Nigeria's presidential election. Pakistan & Nigeria have maintained cordial ties that will see an upward momentum particularly in areas of defence, trade & economy. My best wishes to the President-elect",,,
329,330,Pakistan reiterates its commitment to 'Shanghai Spirit'. Mutual respect & trust can be the bedrock of shared development & prosperity. The SCO has a great potential to chart a way forward at a time of deeply worrying transformation in the geo-political & geo-economic fields.,,,
330,331,"While the pain of the grieving families cannot be described in words, I express my heartfelt condolences & most sincere sympathies. My message to the perpetrators of today's despicable incident is that you can't underestimate the resolve of our people.",,,
331,332,"Our vision for Central Asia is premised on building result-oriented & sustained engagement. Tajikistan, being a gateway to Central Asia, holds key a position in our foreign policy. Our challenge is to transform our excellent relations into a mutually beneficial partnership.",,,
332,333,Climate change is an undeniable reality of our times & has serious consequences for developing countries like Pakistan. Our ongoing floods & torrential rains need to be seen from that angle. The government is aligning its development goals with the climate change requirements.,,,
333,334,"Taking notice of the fire in Sentaris Mall of Islamabad, the relevant institutions and authorities of the federal capital have been directed to take immediate action. It is very unfortunate that this incident happened in this well-known business center. I pray that there is no loss of life. Condolences and sympathies for the financial losses of the victims.",,,
334,335,أشكركم أخي على حفاوة الاستقبال، وكرم الضيافة لي ولأعضاء وفدي، فأنت حقا صديق عظيم لباكستان، وأتطلع إلى العمل معكم للاستفادة من علاقتنا في تعزيز شراكة إستراتيجية فعَّالة لصالح شعبينا.,,,
335,336,Imran’s recent diatribe against parliamentary democracy is the latest in a series of attacks that fly in the face of how democracy functions in modern nation-states. His politics is aimed at making his way to power even if it means undermining foundations this country stands on.,,,
336,337,"The Joint Statement issued at the conclusion of my three-day visit to Saudi Arabia ushers in a new era of close cooperation & engagement on bilateral, regional & global issues between our two brotherly countries. Pakistan deeply values the Kingdom's continued support to Pakistan.",,,
337,338,"As part of a plan to generate 10,000 MW solar power, we decided today to call pre-bid conference of all stakeholders next week. Govt buildings & tube wells running on diesel will be shifted to solar.Power plants operating on diesel, coal & furnace oill will be partially replaced.",,,
338,339,"""A Child’s smile is a gift from God.""",,,
339,340,Beijing ,,,
340,341,"Saddened by the news of the loss of precious lives & the injuries to dozens as a result of traffic incidents in Türkiye. On behalf of the government & the people of Pakistan, I extend our heartfelt condolences to H.E. President 
@RTErdogan
 & the bereaved families over their loss!",,,
