,Unnamed: 0,Tweets
178,178,"This is Imran Khan’s photographer, Noman being arrested by plain clothes police. Notice the way he’s being abducted. 
@AJEnglish
 @BBCWorld
 @cnni
 @democracynow
 @RSF_inter
 @amnesty
 @UNHumanRights
 @hrw
 @Reuters"
179,179,"Tehreek-e-Insaf broke the record of its own rallies yesterday, because no other party can compete anymore, nor can anyone hold such a big rally, yesterday there were so many people that it was difficult to enter Lahore. Habib Akram"
180,180,"This was last year April 21, 2022. In Sha Allah tomorrow we will witness another historic Minar-e-Pakistan Jalsa, People from all over Pakistan are welcome to join this Jalsa tomorrow at 9:00 PM after Taraweeh, May Allah protect IK and his people Ameen.
#حقیقی_آزادی_جلسہ "
181,181,"On the call of their leader Imran Khan, the zealous people of Lahore overcame all obstacles and declared their clear decision in Minar Pakistan.
VC:
@SyedaSadafBato3
#StatesmanSpeech"
182,182,"If today Quaid-e-Azam and Allama Iqbal Minar are seeing the scenery and beauty of Pakistan, then they are undoubtedly
Be proud of Imran Khan! The history of Pakistan has produced only one successor of Muhammad Ali Jinnah and that is Imran Khan! Well done Zinda Dalan Lahore!"
183,183,"People brought their little kids to Jalsa because there were very few excuses to stay home in light of this struggle for their children's future! Via 
@iam_Hizam
#جلسہ_نہیں_ریفرینڈم_ہے"
184,184,"Where our vehicles were stopped on the pretext of security and only the chairman's vehicle was taken forward, suddenly the police force and unknown persons arrived and brutally tortured the peaceful workers and arrested them. This government has become the worst form of fascism"
185,185,"#WATCH: In a massive Lahore rally, ex-PM Imran Khan lays out a 10-point recovery plan to ""save"" Pakistan.
-
https://arab.news/ch73t"
186,186,"I am also Azhar Mashwani
@MashwaniAzhar
 @MahnoorAzhar_
 
#ReleaseAzharMashwani
#Meeting_is_not_a_referendum"
187,187,"Imran Khan's Historic Jalsa at Minar-e-Pakistan.

#AftabIqbal #ImranKhan #MinarEPakistanJalsa #HaqeeqiAzadiJalsa"
188,188,"This roar of AZAADI  Goosebumps 
#جلسہ_نہیں_ریفرینڈم_ہے"
189,189,"My heart says that today's rally at Minar Pakistan will break everyone's records, participate as a free nation despite obstacles, Imran Khan's message"
190,190,"Zul Shah was a harmless person who had only love and passion but they brutally killed him by torture and accused me of murder, this can only happen in a slave society. Imran Khan
 #true_freedom_meeting"
191,191,"#OPINION: While it is not in their mandate, the IMF should note that the structural reforms necessary for macroeconomic stability and sustainable growth in Pakistan can only be achieved by ensuring political stability, writes 
@javedhassan"
192,192,"Thank you ⁦
@ImranKhanPTI
⁩ ⁦
@SMQureshiPTI
⁩ ⁦
@AonAbbasPTI
⁩ ⁦
@ShireenMazari1
⁩ ⁦
@MeherBanoQ
⁩"
193,193,"Try to learn, PTI has spread everywhere, supporters in every corner of Pakistan, millions of people are on social media, if you arrest everyone in country, then millions of supporters are abroad, all of them use social media. This war is of ideology, no one can win with power."
194,194,"This is 
@Bilalahmadkhn
. He is a young middle class Pakistani with hopes and dreams in his country, and he exercises his political rights by voicing support for his party.
Here is his message."
195,195,"Shortly before Suhri time, Imran Khan came out. Openly chatted with the workers.
And talked about today's historical Minar Pakistan Jalsa. #Let_Let_Minar_Pakistan_Let's #Haqqiqi_Azadi_Jalsa
Via
@UmrPTI"
196,196,"Hammad Azhar ( 
@Hammad_Azhar
 ) participated in a panel discussion led by Owen Bennet Jones: “political /economic crises in Pak has been self-inflicted by the current regime. Its unnecessary & avoidable, provided we stick to the constitution & implement https://bbc.co.uk/programmes/w3ct33qf…… Show more"
197,197,"Official photographer of Chairman PTI, 
@NoumanGeePK
 , was arrested today by man without uniform. This is a clear violation of all laws. We strongly and immediately demand to #ReleaseNaumanGee !"
198,198,"Let’s rephrase this tweet:

Pakistan’s Interior Minister 
@RanaSanaullahPK
, has today said that ex-PM Imran Khan, who has claimed the state wants him dead, threatens their existence and must be “eliminated” even if they have to resort to “undemocratic” means. 
@usembislamabad"
199,199,IK is right in saying that establishment has put a cross on his name for coming elections. He can still defy the odds with the help of a friendly judiciary
200,200,Just look at the quality of wheat supplied to flour mills under the cheap flour scheme. This poor enemy government is unable to provide even pure flour to the people.
201,201,"Even with all our efforts, we have seen that this nation has woken up and it is impossible to stop it now. It is better than harming the country. Now leave your ego. The country needs a leader like Imran Khan. Instead of these thieves, there is no Prime Minister House, but Adiala Jail.
#Meeting_is_not_a_referendum"
202,202,"Dear all, plz see how Interior Minister of Pakistan is talking about eliminating @ImranKhanPTI

@ClaudeRakisits 
@RepLisaMcClain
@RepSusieLee 
@RepSwalwell
@SenJackyRosen 
@BenjaminNorton
@pmillerinfo
@Abdulla_Alamadi  
@CordeliaSkyNews
@mperelman
@hrw

#PakistanUnderFascism"
203,203,"Pakistanis, never back down from your rights, learn to fight for your rights, do not be afraid, Allah honors those who guard the truth and makes them successful.
#pakistanunderfacism #ReleaseAzharMashwani"
204,204,"After the Taraweeh prayer tomorrow night, Pakistan Chairman Imran Khan will address a public meeting at Minar Pakistan Lahore.

#Let's_Let's_Minar_Pakistan_Let's go"
205,205,"The worst crackdown in the surrounding areas of Judicial Complex Islamabad. More than 20 young people arrested. Cell phones were checked. He was caught watching the videos of Tehreek-e-Insaf.
Curse them."
206,206,"How to enter for Minar Pakistan Jalsa and which route to use.

#true_freedom_meeting"
207,207,"Another raid at Social Media Team member's house in Karachi. @UbaidIntellect1 wasn't home, they took his brother! We hope sanity prevails, we are patriots who want the country to succeed under honest leadership, please stop this madness! #PakistanUnderFascism"
208,208,People's Captain Chairman Imran Khan reached the Minar-e-Pakistan meeting hall. #true_freedom_meeting
209,209,"Former Foreign Minister Shah Mehmood Qureshi and Asad Umar met with the ambassadors of the European Union, informed about the human rights violations and the political and economic situation in Pakistan."
210,210,"Case in point 

All efforts to get the CJP to fall in line to what the establishment

If not then let’s destroy the judiciary but in no way let PTI / IK talk about defending the Constitution of Pakistan 

Paramount that Pakistanis stand with Judiciary 

#NationSupportsCJP"
211,211,"Imran Khan broke his own record - the scenes of Imran Khan's speech which have not been seen by the media - the people everywhere - the largest gathering in the history of Minar Pakistan
Click on this link to watch the full video
https://youtu.be/VcWPsb3Jz5c"
212,212,Dr Arif Alvi is President of the State of Pakistan & he has exercised his powers under the Constitution to remind PM of his duties citing relevant articles of Constitution. Even more imp as Head of State he shd be concerned abt HR abuses being perpetrated on his citizens.
213,213,"May Allah keep you safe
@MashwaniAzhar
 You are the voice of the hearts of the youth, the light of the rising sun of this freedom!
#حقيقي_آزادي_جلسة #نظم_بدلو_حالات_بدلو #ReleaseAzharMashwani"
214,214,"There is a stubbornness about me that never can bear to be frightened at the will of others. My courage always rises at every attempt to intimidate me.""
― Jane Austen, Pride and Prejudice"
215,215,"#BehindYouPTISMT - for you've never bowed to intimidation. You lead narrative building for the beleaguered nation, inspire millions and spread awareness all round. Your brilliance has rattled the fascist Government and I'm certain you'll emerge triumphant from this challenge too."
216,216,"Come out to keep the hopes of Azhar Mashwani, Hassan Niazi and millions of youth alive
Get out for your today and future
Leave for Pakistan
Today after Taraweeh prayer, Minar Pakistan Lahore!
 #true_freedom_meeting
#Release_Azhar_Mashwani"
217,217,"Exactly one year ago today, Imran Khan informed the nation that a conspiracy was taking place
#true_freedom_meeting"
218,218,Gonna tell my kids Pakistan resolution day was 25 March.
219,219,"Every obstacle failed before the madness of the people, God willing, a new history will be made on Minar Pakistan today. #true_freedom_meeting"
220,220,"""When I go to my Allah, the only thing I want to hear is that my Allah says to me, 'Well done, Imran, you have explained the meaning of La ilaha illa Allah to the ummah of our Prophet, may God bless him and grant him peace.'"" Imran Khan

Via
@ItzAhmedkhalfan
 
#true_freedom_meeting"
221,221,"The bullet-proof vehicle in the squad used by the chairman was also broken by the police. Today, there were no activists, so what is the purpose of this brutality on the part of the police?
#PakistanUnderFascism"
222,222,"Thank You Everyone For Ur Support...

ہم کھڑے تھے،
ہم کھڑے ہیں،
ہم کھڑے رہیں گے۔
انشاءاللہ
Special Tanx 
@PTIofficial
  @IrfanSaleemPTI
 @ShahFarman_PTI
  @Jhagra
  #ILF #PakistanUnderFascism"
223,223,"Azhar Mashwani abducted today. Absolutely despicable behavior of this current government. All this just because he stood with PM 
@ImranKhanPTI
 . #ReleaseAzharMashwani"
224,224,"Another raid at Social Media Team member's house in Karachi. 
@UbaidIntellect1
 wasn't home, they took his brother! We hope sanity prevails, we are patriots who want the country to succeed under honest leadership, please stop this madness! #PakistanUnderFascism"
225,225,"Political tensions in Pakistan should not lead to police brutality, custodial abuse or violence. All stakeholders should respect the principles of non-violence and democratic principles, and work together toward a peaceful future for the Pakistani people."
226,226,"A leader never disappointed the nation
And the nation never left the leader alone
 #Meeting_is_not_a_referendum"
227,227,"Advocate Amar Sati expressed his views on Imran Khan's ten-point agenda and assured legal assistance to workers.

#Zaban_E_Khalq
#PTISpaceSession"
228,228,"British citizen Shahid Hussain alongside key party figures and thousands of Pakistani citizens have been abducted in Pakistan. We must continue to raise our voices for them and their safe return. 
#ReleaseShahidHussain"
229,229,"The role of this protector is not dead
He who besieges his city and praises it
I am not a pen of any kind
Who exalts the usurpers with poems

Dead pen is not the tool of this digging
Who cracks the roof of his own house
My pen is not the friend of this thief in the middle of the night
Who used to throw a stick on the houses without lights... Show more"
230,230,"Hassan Niazi and Azhar Mashwani are young people who have always given Pakistan the first priority. They are not ready to become slaves of families. They are not ready to accept the bandit rule in Pakistan. Thoughts cannot be enslaved, they should be released immediately."
231,231,"The house of the president of Tehreek-e-Insaf's Gujranwala division was raided. It should be remembered that all this is happening during the time of a caretaker government which was supposed to be neutral under the constitution. Well, this time will pass."
232,232,"These angeles maybe the youngest terror suspects according to our Interior Minister Rana Sanaullah, so maybe  we should check to see if men in plain clothes raided their house as well!
#Fascist_PDM"
233,233,"Chief Justice of Pakistan,
We understand that PDM is going to use all its power to avoid Supremacy of Constitution that you are striving to uphold. They've attacked #SupremeCourt before but Pakistan has changed now. Nation supports you & knows how to defend SC! #NationSupportsCJP"
234,234,"You make arrests, commit atrocities, try to spread fear, but still when the captain comes out, Pakistan comes out with #Haqqiqi_Azadi_Jalsa"
235,235,"I have been saying since weeks that a plan with ulterior motives is underway against CJP Bandial by PDM’s fascist regime,it’s handlers & a few more after they’ve failed to manage him as he won’t allow them to violate the constitution

 must stand with the CJP #NationSupportsCJP"
236,236,"Lahoreis, if you all come out today, this system of oppression will die today, taking its last breath
#true_freedom_meeting"
237,237,"Do you want to defeat this spirit?

Salutations to the parents of these children who crossed the tyranny of this fascist regime and all the obstacles to reach their beloved in the #Haqqiqi_Azadi_Jalsa with their bare hearts."
238,238,"After the release of the workers who were arrested during the Zaman Park attack, Zaman Park arrived!"
239,239,#true_freedom_meeting
240,240,"Dear Pakistan, there is a protest planned at Press Club Lahore at 3PM on Sunday, 26th March, against the abduction of 
@MashwaniAzhar
 . Please participate in huge number. #ReleaseAzharMashwani #حقیقی_آزادی_جلسہ"
241,241,Azhar is NOT your guy. He’s not running any campaign against any institution or person. He is a social media activist and a political worker just like millions of others. No one is funding this campaign against army. Please wake up. Clean your house. Still not late. Save Pakistan
242,242,"If you want to see how the nation is keeping its promise, then take a tour of Zaman Park and see.
#ZamanPark
 #true_freedom_meeting"
243,243,"Today, Ghazi Imran Khan went to Islamabad to fulfill the court orders, after reaching Lahore, he was about to break his fast with dates and water.

The government goons, dressed in plain clothes, assaulted the workers and arrested around twenty.
The black night of oppression continues!

#NationSupportsCJP"
244,244,"65% of Pakistan's population consists of youth.
She is seeing what you are doing with today's young generation.
The way Hassan Niazi, Azhar Mashwani and other youths were picked up, these youngsters are all watching.
With these actions, you cannot scare such a large population, but you can contain hatred.… Show more"
245,245,"First, the people were made to crave for two breads and now they are humiliating the people in Ramadan by putting them in lines, it is only bad prayers for these fascist rulers."
246,246,Here plain clothed men detain PTI supporters who were outside the Islamabad high court. Must emphasise I did not witness any aggressive behaviour from PTI supporters and there was hardly any chanting. We also witnessed PTI supporters beaten
247,247,"Now the roads were closed, even Pashtuns did not come, who will they abuse?"
248,248,Who was saying that the meeting will not be successful if the establishment does not want it!!
249,249,"Better than scripted! 

We are living in the era of Imran Khan, how fortunate can we get. They did everything they could to stop this Jalsa and to crush our spirits, but we responded with a powerful knockout punch to the fascists. Game over PDM! 

Brilliant montage by 
@markhor_22"
250,250,The flower was washed away.
251,251,"The whole system is always against truth and truth. Imran Khan sir will bring about a change in consciousness. A leader gives consciousness to the people and Imran Khan has given that consciousness to the nation.
#Pakistan's_need_for_building"
252,252,"Today, against the fascism of the imported government, against the violation of the sanctity of the cloak and the wall, against illegal captivity.
@MashwaniAzhar
 Be or
@HniaziISF
 be
@SHABAZGIL
 Be or
@AzamKhanSwatiPk
 Look against the kidnapping and coercion, O oppressive rulers, these are your attacks by breaking all barriers

#true_freedom_meeting"
253,253,"It's time to renew the promise made last Ramadan!

VC:
@Fizaalam_93
 

 #true_freedom_meeting"
254,254,"Cherry Blossom was being convicted on the day he took oath, he was accused of 12 hundred Billion, he couldn't produce single evidence of earning this amount, an illegal PM is trying to cover up his political sins, and teaching the president of Pakistan the Constitution!"
255,255,"On one side is the nation. On the other is the Sicilian mafia, it's handlers and their shameless touts.
#NationSupportsCJP"
256,256,"“I want to ask a question to the establishment of Pakistan: it’s clear that there’s a cross on me, you won’t let come me into power.. but do you even have a plan to save Pakistan?”-
@ImranKhanPTI
 #حقیقی_آزادی_جلسہ"
257,257,"Media talk by 
@fawadchaudhry
 outside Supreme Court of Pakistan:"
258,258,"Mustafa from the people in the real freedom rally
@MashwaniAzhar
The eyes of love saw the situation
@MahnoorAzhar_
 Telling

#Zaban_E_Khalq
#PTISpaceSession"
259,259,"In this picture from 2021, Azhar Mashwani and Siddique John are standing while Arshad Sharif is behind.
These are the people who worked selflessly for the development and prosperity of Pakistan and its positive image.

1 was martyred
And 2 were abducted
This state deserves the likes of Hussain Haqqani.

 #ReleaseAzharMashwani"
260,260,"Today's meeting will determine the future direction of Pakistan, God willing, the nation will prove that it will never accept the gang of NRO-ridden thieves.
 #true_freedom_meeting"
261,261,"Lahore is ready to make history again today!
Inshallah, the public referendum will prove that the nation stands with Imran Khan's ideology.
 #true_freedom_meeting"
262,262,"When the consciousness of the people is awakened, their madness cannot be restrained by obstacles.

Thank you Lahore.

 #Meeting_is_not_a_referendum"
263,263,Views of Minar Pakistan
264,264,"Raids, arrests, obstructions. But Jim Ghafir of the intelligent and zealous people of Lahore defeated all the cunning tactics of this imported government and announced his decision in Minar Pakistan.
VC:
@_NiMrA_BaiG_
#StatesmanSpeech"
265,265,"At that time of night
@UdarOfficial
 Only women were present in the house. The police rushed as if to arrest a terrorist"
266,266,"All our problems arise because the powerful do not consider themselves under the law, whereas in developed countries everyone is under the law.
#true_freedom_meeting"
267,267,"On Pakistan Day, Azhar Mashwani has been deprived of his basic human rights in his own Pakistan. Almost 12h since his abduction, and no authority has confirmed arrest or disclosed his whereabouts. Enough is enough! #ReleaseAzharMashwani"
268,268,Lahore.
269,269,"Who is not familiar with the history of Minar Pakistan, the only difference is that earlier the nation needed a country, today the country needs a strong nation, nations are not formed every day, sacrifices have to be made, unity has to be created in the ranks. Only when strong nations flourish.
#true_freedom_meeting"
270,270,Thank you Lahore
271,271,"Lahore will make history tomorrow and will break all previous records.
#حقیقی_آزادی_جلسہ"
272,272,"The way people participated in today's meeting, it is a #meeting_not_a_referendum_against this imported government.
The way the Pakistani nation broke all barriers and reached the assembly hall is a proof that the people have rejected the decisions of the closed rooms. Now the decisions will be made in the public court by the will of the people."
273,273,"Today we have to go out of our homes.
Not just for myself but for Azhar Mashwani
For every human being who is imprisoned today fighting this war of true freedom is lost.
Now is the time to pay off their debt
#true_freedom_meeting
#ReleaseAzharMashwani"
274,274,"Despite cabal of crooks locking down Lahore (see map) & arresting 2000 of our workers, people of Lahore came in huge numbers to make our 6th Minar-i-Pakistan jalsa a great success. I want to especially thank my Lahorites for not letting me down yet again. Proud of you."
275,275,Imran Khan left for the courtroom.
276,276,Unbelievable fascism!!! Dr. Rubina Vice President women wing South Punjab arrested from her hospital Razia Sultana Multan  #حقیقی_آزادی_جلسہ   #آئین_پاکستان_سے_غداری_نامنظور
277,277,"If someone asks, say Khan has come"
278,278,Imran Khan reached Islamabad
279,279,Pakistan Tehreek-e-Insaf Social Media Head Balochistan Majid Khan Tajik has been illegally picked up from his house located on Double Road Quetta. Crossing the last line. #PakistanUnderFascism
280,280,"They are coming after Social Media Team now. After 
@MashwaniAzhar
, they've picked up more with their phones & laptops. They will do all that work to find out how patriotic each & every member is. They won't find what they are looking for cuz it was never there! #PakistanZindabad"
281,281,"Dead pen is not the tool of this digging
Who cracks the roof of his own house

#ReleaseHassaanNiazi #ReleaseAzharMashwani"
282,282,"Where is the problem? The only problem is the fear of Imran Khan - he cannot win the election. If the election is held, Imran Khan will come with a two-thirds majority. Kashif Abbasi"
283,283,"Over 740 unarmed PTI workers have been arrested from ICT, Lahore & across Punjab. These are poor ppl, many daily wage earners. Cabal of crooks has no respect for sanctity of Holy month of Ramazan when ppl want to have security to fast & pray. Demand immed release of our workers."
284,284,"@Makkimaviya
 : Former Lead SMT Bahawalpur: arrested
@NoumanGeePK
 : Official Photographer of IK: arrested"
285,285,"I was almost the same age :) when I started the journey with Imran Khan - but not so talented - mashallah this kid won hearts - you are the leader - you took my place - very very high

#true_freedom_meeting"
286,286,"Thanks to the people of Lahore! Despite fasting, rain and all the oppression of the puppet caretaker government, you paid the debt of this land by holding a historic rally on the Minar Pakistan. The day is not far when the entire nation will be freed from these chains of imperialism.

#Real_Freedom_Meeting #StatesmanSpeech"
287,287,Public’s view from the Minar E Pakistan Jalsa! #جلسہ_نہیں_ریفرینڈم_ہے
288,288,"It is appalling to see 
@pmln_org
 and 
@MaryamNSharif
 relentlessly attacking and showing contempt towards the Chief Justice of Pakistan. This is an attack on the judiciary & the rule of law, and it must be condemned. The nation stands with the CJP U. A Bandial.

#NationSupportsCJP"
289,289,This is sheer terrorisation of PTI's social media teams under the wrongful assumption that our SMT will out of fear ditch PTI & IK.  Will not happen. Our brave & passionate SMT will continue to carry forward our narrative. #BehindYouPTISMT
290,290,"Freedom is a pillar of democracy, and it's something every American holds near and dear to our hearts. When countries like Pakistan, Iran, & Venezuela abuse and decimate those basic principles, we cannot stand by in silence. We must support those who seek freedom and peace."
291,291,"Dear residents of Lahore & nearby towns, you have seen the fascism and violation of constitution, it's time to rise up & be counted. Pakistanis across the globe are counting on you to show strength at Minar e Pakistan tomorrow at 9pm; let's defeat the fascists! #حقیقی_آزادی_جلسہ"
292,292,Maybe you like former Pakistani PM Imran Khan or maybe you don't.  But the resolve and courage he displays in the face of such gangsters and thugs in power is refreshing to see.
293,293,"History-making Azadi Jalsa, God willing tomorrow after Namaz Taraweeh Minar Pakistan Lahore!

 #true_freedom_meeting"
294,294,"Scenes of Chairman PTI Imran Khan's appearance in Lahore High Court today.
VC:
@_NiMrA_BaiG_
#true_freedom_meeting"
295,295,"Independent spectator/ correspondent vouches for peacefulness of PTI supporters and reported the aggression by the police & unknown persons in civil dresses today in Islamabad: 
 #PakistanUnderFascism"
296,296,If anyone needs any proof that PTI workers have been peaceful throughout this whole movement and force has always been used by the authorities to suppress them for just expressing their support for Imran Khan. The world must see how the state is using force against its own people… Show more
297,297,"The government has come to know that if there are elections, they will lose - every survey is telling that PDM is losing elections. Habib Akram #حقيقي_آزادي_جلس"
298,298,"This is the time to stand with the under-attack Supreme Court of Pakistan by the fascist criminals and their handlers.
Let’s all get together and lend our support and strengthen the Supreme Court and Chief Justice of Pakistan.
 #NationSupportsCJP"
299,299,"Rana Sana says either not Imran Khan or not us, you are a rogue? Are you doing politics or running a gang? The Supreme Court had rightly said that these are Sicilian mafia:- Fawad Chaudhry's strong reaction to Ran Sanaullah's threat."
300,300,"Awakened consciousness in the nation, which no one can imprison. #true_freedom_meeting"
301,301,Can’t get over the success Khan is going to have after this massive turnout from Lahoris! InshAllah #حقیقی_آزادی_جلسہ
302,302,"The fascism that is being demonstrated in Pakistan today is with Kashmiris and Palestinians. The US military treats terrorists like this outside of their own country in the Guantanamo prison.
#PakistanUnderFascism | #HaqeeqiAzadi"
303,303,President Dr. Arif Alvi's letter to Shahbaz Sharif:
304,304,"Teach the feet to the youth. Times have changed!
#true_freedom_meeting"
305,305,"Another unjust arrest of PTI activist. #PakistanUnderFascism - Hoping 
@drrubinaakhtar7
 is released soon!"
306,306,Imran Khan has become the antithesis of Pakistanis
307,307,"Despicable enemy
#facist_pdm
Dr. Rubina vp women wing South Punjab was arrested from her hospital Razia Sultana Multan"
308,308,"The police
@ICT_Police
 Osama Wajib Sattian, an orphan of Kotli Sattian, who used to sell vegetables in Khanna Bridge area, has also been arrested in a political case and sent to jail for 2 months under 3MPO.

Prayers for this innocent family in Ramadan
@CMShehbaz
 And for his family. The Day of Reckoning is near, God willing"
309,309,Tonight will be our 6th jalsa at Minar i  Pakistan & my heart tells me it will break all records.I am inviting everyone in Lahore to attend after Tarawih prayers.I will give my vision of Haqeeqi Azadi & how we will pull Pak out of the mess cabal of crooks have put our country in.
310,310,"i steer clear from political discussions but 
@MashwaniAzhar
’s abduction hits home. i was harassed by someone and he put my case forward to authorities. for what its worth, he bridged the gap between ordinary & powerful. whether you ideologically align or not, this is monstrosity."
311,311,Nauman and others members who were detained today by police and attacked by man with uniform! #ReleaseNaumanGee
312,312,"Press conference at Lahore Press club by PTI leadership, during the protest regarding abduction of 
@MashwaniAzhar
 . #ReleaseAzharMashwani"
313,313,"LIVE NOW- PTI'S HISTORIC JALSA AT MINAR E PAKISTAN! #true_freedom_meeting

LINK:"
314,314,"From security to economy, from economy to welfare programs, from welfare to tourism,infrastructure,agriculture & up lifting the poor class of the country that was truly a #StatesmanSpeech"
315,315,"The latest according to ARY news, 2 deaths and 45 injured in an atta stampede in Sahiwal. This is a criminal exercise."
316,316,"Today the Nation is standing with Imran Khan for the supremacy of rule of law ! 

#StatesmanSpeech

#حقیقی_آزادی_جلسہ
#جلسہ_نہیں_ریفرینڈم_ہے"
317,317,"Imran Khan's first meeting after 4 months. Tomorrow May 25 after Taraweeh, Minar Pakistan will meet all of you #Haqqiqi_Azadi_Jalsa"
318,318,"Imported government fascism on the rise. Raids and illegal arrests are being made by the police in the homes of Pakistan Tehreek-e-Insaaf leaders and workers, violating the sanctity of the chador and four walls."
319,319,"Even before that, in 1997, the judges stopped the Chief Justice from working. Justice Tarar's children are still there. Sa will pay for the first time twitter.com/hasnaatmalik/s…"
320,320,"No one was as popular as Imran Khan. The more you stop Imran Khan, the more he will become against the people. Haroon Rasheed"
321,321,"Said in April 2022. Immediate free & fair elections to save Pakistan from possible disaster. Did not listen. disaster struck. 
Saying it after almost a year. Immediate Free & fair elections & save Pakistan.
However, those who matter won’t listen. Pakistan was/is never a priority."
322,322,"Lahore. Ready????

The captain should receive such a reception that every record of 2011 is broken. InshAllah"
323,323,"Pakistan bringing down 
@ImranKhanPTI
 is like Paris bringing down Eiffel Tower, Dubai bringing down Burj, NY brining down Empire State Building & Los Angeles brining down Hollywood. Imran Khan is Pakistan’s identity and the biggest brand. Think "
324,324,"Fascism is the end. In an FIR registered in Quetta,
@HniaziISF
 It has nothing to do with distance!! #ReleaseHassaanNiazi #ReleaseAzharMashwani"
325,325,"Like PTI Chairman Imran Khan said in the last Jalsa, CJP and judiciary is the only hope left for this country. If today CJP doesn't succumb to the extreme hate and pressure coming from PDM, Bandial sb will be remembered as the CJ who saved the Constitution.

#NationSupportsCJP"
326,326,"1- 
@KP_Police1
 raids our homes for the 3rd time in 3 days, without showing any legal warrant or even an FIR 
@AliAminKhanPTI
 is having bails in all cases & there's nothing pending from almost 50 fake cases registered against him. He is being targeted for standing tall with our..."
327,327,"Legal expert Salman Akram Raja's analysis on the different opinions of judges in the Supreme Court regarding the election, especially today's dissenting note.

It is a basic constitutional requirement that the election should be held within 90 days.

The caretaker seat cannot exceed 90 days but their intention was wrong from the beginning.
@salmanAraja"
328,328,"Cannot take recourse to Article 254 by violating the constitution - Caretaker government continues to exist even after the constitutional term, then it is against the constitution. Salman Akram #NationSupportsCJP"
329,329,"میں بھی اظہر مشوانی ہوں!
#حقیقی_آزادی_جلسہ 
@MahnoorAzhar_
 @MashwaniAzhar
 
#ReleaseAzharMashwani"
330,330,"#Real_freedom_meeting !! After Taraweeh prayer last night, Inshallah"
331,331,"His only crime is that he speaks the truth
And.. In the eyes of the government, this is a serious crime
#Keep_Azhar_Mishwani_Ko
This time will pass, but we will not forget it, it will be remembered. The whole nation stands with Azhar and his family."
332,332,"Festive mahoul as families watched Imran Khan's #StatesmanSpeech on laptops, after channels blacked out the speech. 

Via 
@fiaztariq"
333,333,"After 26 hours, it is said that Azhar Mashwani will be presented on March 28.
No question where is he?
Why was there no kidnapping case?
Who picked up without a warrant?
If it has been raised, why not accepted?
Where do we go until March 28?
Who should go and ask where is our brother?
#ReleaseAzharMashwani"
334,334,"Azhar Mashwani is the youth of social media, he was picked up, still no one knows where he is, his parents are sending me messages, he has disappeared, what is his fault? Imran Khan

#ReleaseAzharMashwani"
335,335,"There is no example in the history of the atrocities being committed on PTI leaders, workers and even children at the behest of the fascist PDM government. Taking revenge from children is the result of the worst folly of the PDM government. These highly reprehensible oppressive tactics must end."
336,336,"Thank you Lahore

#true_freedom_meeting
 #Meeting_is_not_a_referendum"
337,337,"The Toshakhana Games

In 70 years: 0 cases
In 11 months: 100 cases

Here’s the story behind all of them:

#حقیقی_آزادی_جلسہ"
338,338,"The nation is looking towards the honorable Chief Justice of Pakistan and the Supreme Court to uphold the Constitution and protect the right of Pakistanis to have elected representation.

People will stand behind the Supreme Court! 

#NationSupportsCJP"
339,339,"This is minority judgement. It exposed ties of PMLN with them too. They are badly exposed.
#NationSupportsCJP"
340,340,"He picked up my brother and entered my house. He came to his room. His children were sleeping in another room. There was a woman, an official in a black uniform and a bulletproof jacket, and an official in plain clothes. He came in the police cars. The price of our love for Pakistan… Show more"
341,341,"We went to attend 
@PTIofficial
 jalsa last night at the call of our Leader 
@ImranKhanPTI
 

All the roads leading to Iqbal Park were Blocked with containers, trucks, buses etc. Even the narrow streets from the nearby mohalla's  were also blocked, such was the fear. "
342,342,"Overseas Pakistanio- plz watch carefully and note the important few simple straightforward points 
@AndleebAbbas
 guides you through when you send this attached petition. Pakistani human rights being bulldozed by uniformed miscreants acting illegally and since yesterday a British… Show more"
343,343,The vehicle in Imran Khan's squad was vandalized. Terrorist actions will not stop.
344,344,"Our jalsa at Minar-i-Pakistan last night. Despite all the blockades, people came in huge numbers. They have broken their shackles of fear to move forward in our movement for Haqeeqi Azadi & Rule of Law."
345,345,"Sharing my lists of human rights orgs, activists and media outlets in this thread:

HR Activists: 
@CharlieCamp6ell 
@KenRoth
@KSaloomey 
@yvonneridley 
@JohnReedwrites 
@EmbJournalist  
@daniofficialfly 
@ClaudeRakisits 
@amandaruthprice  
@marycjordan 
@DerekJGrossman 

1/n"
346,346,"Almost 32h have passed since Azhar Mashwani was abducted. No FIR, warrant. No one has accepted the custody of Azhar Mashwani even after 32 hours since he is missing. Immediately #ReleaseAzharMashwani !! #حقیقی_آزادی_جلسہ"
347,347,"Chairman PTI, 
@ImranKhanPTI
 , has highlighted the blatant violation of human rights under the fascist regime in only the past few days.
Over 1000 workers have been arbitrarily detained, including the abduction of 
@MashwaniAzhar
 , the abduction of a 11-year old & also of a special… Show more"
348,348,"Times are tough but this time will pass
Yar and Aghiar will be decided

This too shall pass Insha'Allah.

#BehindYouPTISMT"
349,349,"Another one of our social media team member 
@FahadJSiddiqui1
 was just abducted from his house. 
Once again: No crime. No warrant.
Plain and simple abduction.
#PAKISTANUNDERFACISM"
